investment_id,customer_id,investment_type,invested_amount,current_value,returns_pct,start_date,duration_years,maturity_date,annual_return_rate,status,risk_category,branch_id
INV00446,CUST01338,Fixed Deposit,192066.0,231051.0,20.3,2023-08-13,2,2025-08-12,14.29,Withdrawn,Low,BR016
INV00447,CUST00091,SIP,43290.0,70495.0,62.84,2021-10-17,10,2031-10-15,16.43,Withdrawn,Medium,BR006
INV00448,CUST01264,NPS,13094.0,16406.0,25.29,2023-01-06,3,2026-01-05,12.04,Active,Medium,BR038
INV00449,CUST00932,SIP,31588.0,42018.0,33.02,2023-01-15,7,2030-01-13,15.68,Active,Medium,BR038
INV00450,CUST00158,Mutual Fund,174131.0,326191.0,87.33,2020-04-13,5,2025-04-12,14.23,Withdrawn,High,BR004
INV00451,CUST00672,Mutual Fund,359771.0,443592.0,23.3,2023-05-08,5,2028-05-06,13.54,Active,High,BR017
INV00452,CUST00359,PPF,147526.0,211322.0,43.24,2022-10-15,3,2025-10-14,17.65,Matured,Low,BR023
INV00453,CUST00325,PPF,37463.0,63462.0,69.4,2021-07-10,3,2024-07-09,16.37,Matured,Low,BR032
INV00454,CUST01527,Mutual Fund,441605.0,476134.0,7.82,2023-12-06,5,2028-12-04,7.3,Active,High,BR026
INV00455,CUST02145,Gold Bond,226515.0,426156.0,88.14,2021-03-03,3,2024-03-02,17.94,Matured,Medium,BR025
INV00456,CUST01790,Recurring Deposit,21207.0,30451.0,43.59,2021-10-30,1,2022-10-30,12.09,Matured,Low,BR002
INV00457,CUST01523,NPS,22711.0,32950.0,45.08,2021-10-25,2,2023-10-25,12.4,Matured,Medium,BR048
INV00458,CUST01859,Stocks,684085.0,764172.0,11.71,2023-02-23,10,2033-02-20,6.16,Active,High,BR031
INV00459,CUST00446,Fixed Deposit,202694.0,233615.0,15.26,2023-08-21,1,2024-08-20,10.99,Active,Low,BR023
INV00460,CUST02615,Fixed Deposit,507814.0,678315.0,33.58,2023-03-13,7,2030-03-11,17.42,Active,Low,BR034
INV00461,CUST01693,SIP,28248.0,36265.0,28.38,2023-06-01,1,2024-05-31,17.09,Active,Medium,BR035
INV00462,CUST01968,Fixed Deposit,1845592.0,2227502.0,20.69,2022-06-08,10,2032-06-05,7.61,Active,Low,BR030
INV00463,CUST01503,Mutual Fund,164537.0,245038.0,48.93,2020-02-29,7,2027-02-27,8.58,Active,High,BR020
INV00464,CUST00577,SIP,11677.0,15582.0,33.44,2021-11-13,3,2024-11-12,9.65,Active,Medium,BR006
INV00465,CUST01440,PPF,85982.0,129328.0,50.41,2022-07-04,7,2029-07-02,17.79,Active,Low,BR049
INV00466,CUST00095,PPF,134595.0,176973.0,31.49,2021-11-04,7,2028-11-02,9.06,Active,Low,BR033
INV00467,CUST01538,NPS,14629.0,19391.0,32.55,2023-03-09,7,2030-03-07,16.81,Active,Medium,BR045
INV00468,CUST01353,Fixed Deposit,4283269.0,6017414.0,40.49,2022-02-20,10,2032-02-18,12.62,Active,Low,BR047
INV00469,CUST00701,Stocks,32316.0,54847.0,69.72,2021-08-04,10,2031-08-02,16.79,Matured,High,BR009
INV00470,CUST01178,SIP,43871.0,67736.0,54.4,2020-12-20,5,2025-12-19,11.38,Active,Medium,BR002
INV00471,CUST00234,Fixed Deposit,1027476.0,1364279.0,32.78,2023-04-05,5,2028-04-03,17.7,Active,Low,BR008
INV00472,CUST01763,Recurring Deposit,20724.0,35030.0,69.03,2021-05-16,5,2026-05-15,15.57,Withdrawn,Low,BR048
INV00473,CUST02441,PPF,74518.0,117504.0,57.69,2021-02-08,2,2023-02-08,12.41,Active,Low,BR020
INV00474,CUST00185,Fixed Deposit,3874290.0,5143267.0,32.75,2020-07-14,5,2025-07-13,6.55,Active,Low,BR043
INV00475,CUST01547,Gold Bond,357869.0,414579.0,15.85,2022-11-30,7,2029-11-28,7.31,Active,Medium,BR029
INV00476,CUST02515,Recurring Deposit,18526.0,22708.0,22.57,2023-06-18,10,2033-06-15,14.16,Active,Low,BR029
INV00477,CUST00874,NPS,37196.0,50307.0,35.25,2022-06-09,2,2024-06-08,12.51,Active,Medium,BR028
INV00478,CUST01648,PPF,121192.0,194382.0,60.39,2020-07-21,10,2030-07-19,11.21,Matured,Low,BR027
INV00479,CUST00015,Fixed Deposit,3303588.0,4482364.0,35.68,2022-10-31,1,2023-10-31,15.12,Withdrawn,Low,BR047
INV00480,CUST00693,Fixed Deposit,4517178.0,7221957.0,59.88,2020-02-20,10,2030-02-17,10.13,Withdrawn,Low,BR015
INV00481,CUST01731,Recurring Deposit,43736.0,53788.0,22.98,2022-12-26,1,2023-12-26,10.82,Active,Low,BR047
INV00482,CUST02789,Fixed Deposit,1693377.0,2019546.0,19.26,2023-07-06,7,2030-07-04,12.57,Active,Low,BR032
INV00483,CUST02710,SIP,10879.0,14188.0,30.42,2022-11-12,1,2023-11-12,13.25,Active,Medium,BR048
INV00484,CUST02516,Stocks,354651.0,569104.0,60.47,2021-04-04,5,2026-04-03,13.47,Withdrawn,High,BR031
INV00485,CUST00074,PPF,104061.0,119623.0,14.95,2023-06-04,7,2030-06-02,9.25,Active,Low,BR002
INV00486,CUST02956,Gold Bond,7637.0,9697.0,26.97,2023-05-09,10,2033-05-06,15.61,Active,Medium,BR044
INV00487,CUST00715,Gold Bond,377669.0,601050.0,59.15,2021-10-24,5,2026-10-23,15.7,Active,Medium,BR016
INV00488,CUST00266,SIP,37749.0,70323.0,86.29,2020-03-07,2,2022-03-07,13.78,Active,Medium,BR011
INV00489,CUST02969,SIP,1628.0,2041.0,25.37,2023-04-28,10,2033-04-25,14.45,Active,Medium,BR009
INV00490,CUST01495,Gold Bond,204759.0,323067.0,57.78,2021-11-22,3,2024-11-21,15.81,Active,Medium,BR041
INV00491,CUST01431,Stocks,986004.0,1893117.0,92.0,2021-01-20,5,2026-01-19,17.98,Active,High,BR016
INV00492,CUST01709,SIP,33302.0,42942.0,28.95,2023-01-18,2,2025-01-17,13.92,Active,Medium,BR050
INV00493,CUST01080,SIP,8480.0,11536.0,36.04,2020-10-26,10,2030-10-24,7.64,Active,Medium,BR010
INV00494,CUST01037,NPS,137465.0,289181.0,110.37,2020-06-23,3,2023-06-23,17.87,Matured,Medium,BR012
INV00495,CUST00396,SIP,44125.0,57493.0,30.3,2022-09-07,7,2029-09-05,12.11,Withdrawn,Medium,BR047
INV00496,CUST02137,Stocks,126184.0,139375.0,10.45,2023-10-21,5,2028-10-19,8.68,Active,High,BR049
INV00497,CUST02564,PPF,99249.0,123567.0,24.5,2023-04-03,2,2025-04-02,13.38,Matured,Low,BR018
INV00498,CUST00769,PPF,62964.0,98543.0,56.51,2021-03-15,5,2026-03-14,12.52,Active,Low,BR014
INV00499,CUST02679,PPF,85229.0,129916.0,52.43,2021-11-16,10,2031-11-14,14.45,Active,Low,BR008
INV00500,CUST01963,Stocks,510054.0,896941.0,75.85,2020-11-13,10,2030-11-11,14.64,Active,High,BR033
INV00501,CUST01707,SIP,7945.0,11901.0,49.79,2022-02-23,5,2027-02-22,15.22,Active,Medium,BR039
INV00502,CUST02058,Mutual Fund,86189.0,111749.0,29.66,2022-08-10,3,2025-08-09,11.47,Active,High,BR014
INV00503,CUST00205,Gold Bond,315905.0,464407.0,47.01,2021-08-30,1,2022-08-30,12.24,Active,Medium,BR009
INV00504,CUST01756,Stocks,121648.0,218964.0,80.0,2020-07-24,7,2027-07-23,14.16,Active,High,BR004
INV00505,CUST00053,Recurring Deposit,36707.0,47872.0,30.42,2022-12-31,2,2024-12-30,14.2,Active,Low,BR013
INV00506,CUST00742,SIP,19423.0,28873.0,48.65,2021-07-20,3,2024-07-19,12.18,Active,Medium,BR043
INV00507,CUST02507,SIP,2336.0,3318.0,42.04,2022-10-12,3,2025-10-11,17.13,Active,Medium,BR043
INV00508,CUST01912,Mutual Fund,22410.0,36587.0,63.26,2021-07-06,2,2023-07-06,15.09,Active,High,BR013
INV00509,CUST01635,Stocks,652580.0,711456.0,9.02,2023-12-06,1,2024-12-05,8.42,Matured,High,BR008
INV00510,CUST00567,NPS,12092.0,14611.0,20.83,2022-12-12,10,2032-12-09,9.66,Active,Medium,BR044
INV00511,CUST01787,Mutual Fund,95536.0,123116.0,28.87,2021-07-20,5,2026-07-19,7.63,Active,High,BR010
INV00512,CUST02516,SIP,48954.0,75590.0,54.41,2020-07-22,5,2025-07-21,10.27,Matured,Medium,BR031
INV00513,CUST02911,SIP,24753.0,40736.0,64.57,2020-03-10,3,2023-03-10,10.91,Active,Medium,BR007
INV00514,CUST02564,NPS,66169.0,85766.0,29.62,2021-09-24,3,2024-09-23,8.26,Active,Medium,BR018
INV00515,CUST01410,Recurring Deposit,9919.0,12345.0,24.46,2021-08-04,7,2028-08-02,6.63,Matured,Low,BR004
INV00516,CUST02341,Stocks,16209.0,28669.0,76.87,2020-01-29,3,2023-01-28,12.28,Active,High,BR024
INV00517,CUST00493,NPS,173906.0,216977.0,24.77,2021-10-30,7,2028-10-28,7.23,Active,Medium,BR007
INV00518,CUST00248,Mutual Fund,170343.0,242195.0,42.18,2020-02-05,3,2023-02-04,7.44,Active,High,BR035
INV00519,CUST01074,Gold Bond,128517.0,170804.0,32.9,2022-06-30,5,2027-06-29,12.03,Active,Medium,BR050
INV00520,CUST01833,Stocks,193464.0,252047.0,30.28,2022-06-14,5,2027-06-13,10.94,Active,High,BR004
INV00521,CUST01706,Mutual Fund,309523.0,579014.0,87.07,2020-06-24,10,2030-06-22,14.86,Active,High,BR002
INV00522,CUST01771,Recurring Deposit,48714.0,79368.0,62.93,2021-11-15,2,2023-11-15,16.9,Active,Low,BR017
INV00523,CUST00172,Gold Bond,165592.0,260493.0,57.31,2020-03-31,7,2027-03-30,10.0,Active,Medium,BR016
INV00524,CUST02280,Fixed Deposit,4423618.0,5609249.0,26.8,2022-12-29,1,2023-12-29,12.57,Active,Low,BR023
INV00525,CUST01441,NPS,175407.0,202386.0,15.38,2023-11-28,2,2025-11-27,14.02,Active,Medium,BR030
INV00526,CUST01451,Mutual Fund,317489.0,422322.0,33.02,2020-12-09,10,2030-12-07,7.28,Active,High,BR036
INV00527,CUST00060,Recurring Deposit,25855.0,28595.0,10.6,2023-09-28,5,2028-09-26,8.34,Matured,Low,BR008
INV00528,CUST01850,SIP,4932.0,6471.0,31.2,2023-03-18,5,2028-03-16,16.39,Active,Medium,BR035
INV00529,CUST00038,NPS,135744.0,159592.0,17.57,2023-07-31,10,2033-07-28,12.08,Active,Medium,BR038
INV00530,CUST00137,NPS,9825.0,12900.0,31.3,2023-01-21,3,2026-01-20,15.05,Active,Medium,BR041
INV00531,CUST01453,NPS,128135.0,253960.0,98.2,2020-08-06,2,2022-08-06,16.81,Active,Medium,BR029
INV00532,CUST00769,Fixed Deposit,4315423.0,7394371.0,71.35,2021-07-25,7,2028-07-23,16.97,Matured,Low,BR014
INV00533,CUST02915,Mutual Fund,392675.0,451235.0,14.91,2023-12-27,3,2026-12-26,14.74,Active,High,BR047
INV00534,CUST01143,Stocks,845843.0,1575674.0,86.28,2020-12-28,10,2030-12-26,16.79,Matured,High,BR031
INV00535,CUST00566,PPF,80546.0,114074.0,41.63,2021-03-18,3,2024-03-17,9.62,Matured,Low,BR003
INV00536,CUST01614,Mutual Fund,32716.0,39272.0,20.04,2022-09-10,2,2024-09-09,8.24,Active,High,BR044
INV00537,CUST01028,Stocks,354766.0,622712.0,75.53,2021-06-13,5,2026-06-12,17.17,Active,High,BR022
INV00538,CUST01318,PPF,40296.0,43908.0,8.96,2023-10-14,1,2024-10-13,7.33,Active,Low,BR036
INV00539,CUST01519,Mutual Fund,26450.0,37753.0,42.73,2020-03-13,1,2021-03-13,7.69,Matured,High,BR041
INV00540,CUST02803,Fixed Deposit,4748897.0,7228671.0,52.22,2021-09-06,3,2024-09-05,13.5,Active,Low,BR024
INV00541,CUST02535,Gold Bond,388251.0,591918.0,52.46,2022-05-18,7,2029-05-16,17.45,Active,Medium,BR028
INV00542,CUST02062,Gold Bond,87570.0,99473.0,13.59,2023-06-12,2,2025-06-11,8.55,Active,Medium,BR005
INV00543,CUST01543,Gold Bond,361775.0,585993.0,61.98,2020-04-14,1,2021-04-14,10.77,Matured,Medium,BR036
INV00544,CUST02499,Mutual Fund,148067.0,244694.0,65.26,2020-02-04,7,2027-02-02,10.78,Active,High,BR019
INV00545,CUST01475,Mutual Fund,63759.0,100113.0,57.02,2020-11-29,3,2023-11-29,11.67,Active,High,BR015
INV00546,CUST00469,Gold Bond,280000.0,353564.0,26.27,2023-01-21,2,2025-01-20,12.76,Matured,Medium,BR003
INV00547,CUST02959,SIP,6657.0,7359.0,10.55,2023-10-26,5,2028-10-24,8.86,Active,Medium,BR005
INV00548,CUST01355,SIP,20250.0,24939.0,23.16,2022-12-23,7,2029-12-21,10.85,Active,Medium,BR016
INV00549,CUST00160,PPF,135518.0,181381.0,33.84,2023-02-18,2,2025-02-17,16.91,Withdrawn,Low,BR014
INV00550,CUST00824,PPF,43280.0,57335.0,32.47,2022-01-17,1,2023-01-17,9.99,Withdrawn,Low,BR011
INV00551,CUST02117,Recurring Deposit,40926.0,54958.0,34.29,2021-02-19,1,2022-02-19,7.93,Active,Low,BR020
INV00552,CUST02107,SIP,40524.0,51499.0,27.08,2022-07-15,10,2032-07-12,10.22,Active,Medium,BR049
INV00553,CUST01436,PPF,121640.0,168689.0,38.68,2022-04-06,3,2025-04-05,12.69,Active,Low,BR043
INV00554,CUST00155,NPS,51070.0,66598.0,30.41,2020-11-29,5,2025-11-28,6.71,Matured,Medium,BR021
INV00555,CUST00774,Recurring Deposit,22574.0,41826.0,85.28,2020-09-18,3,2023-09-18,15.48,Active,Low,BR002
INV00556,CUST01499,Recurring Deposit,16741.0,18849.0,12.59,2023-09-08,1,2024-09-07,9.46,Active,Low,BR007
INV00557,CUST01260,NPS,58071.0,73994.0,27.42,2023-02-02,1,2024-02-02,13.53,Matured,Medium,BR038
INV00558,CUST01578,Recurring Deposit,44845.0,58333.0,30.08,2021-11-08,1,2022-11-08,8.72,Active,Low,BR044
INV00559,CUST01954,Fixed Deposit,4226391.0,6261730.0,48.16,2020-01-16,7,2027-01-14,8.25,Withdrawn,Low,BR016
INV00560,CUST00566,PPF,89052.0,123614.0,38.81,2022-08-13,5,2027-08-12,14.75,Active,Low,BR003
INV00561,CUST02488,NPS,19406.0,23524.0,21.22,2023-07-03,1,2024-07-02,13.73,Withdrawn,Medium,BR006
INV00562,CUST01661,Gold Bond,87989.0,153754.0,74.74,2021-08-14,2,2023-08-14,17.95,Active,Medium,BR012
INV00563,CUST00910,Mutual Fund,206461.0,288071.0,39.53,2021-10-22,10,2031-10-20,11.0,Active,High,BR015
INV00564,CUST01382,Gold Bond,486091.0,706864.0,45.42,2021-10-24,10,2031-10-22,12.47,Active,Medium,BR019
INV00565,CUST02987,Recurring Deposit,35400.0,42472.0,19.98,2023-08-17,10,2033-08-14,14.19,Active,Low,BR036
INV00566,CUST00607,NPS,56429.0,95588.0,69.4,2021-06-06,10,2031-06-04,15.91,Active,Medium,BR022
INV00567,CUST02116,Gold Bond,38684.0,64853.0,67.65,2020-10-10,5,2025-10-09,13.01,Active,Medium,BR039
INV00568,CUST00021,NPS,72636.0,126236.0,73.79,2020-08-02,10,2030-07-31,13.34,Matured,Medium,BR043
INV00569,CUST01959,Recurring Deposit,3026.0,4789.0,58.26,2021-09-12,10,2031-09-10,14.92,Active,Low,BR045
INV00570,CUST00046,SIP,29765.0,46806.0,57.25,2021-06-23,2,2023-06-23,13.71,Active,Medium,BR003
INV00571,CUST01727,NPS,11041.0,22411.0,102.98,2020-03-22,5,2025-03-21,15.97,Active,Medium,BR038
INV00572,CUST02307,Fixed Deposit,4397659.0,5011217.0,13.95,2023-06-27,3,2026-06-26,9.02,Active,Low,BR033
INV00573,CUST00619,PPF,23987.0,36079.0,50.41,2021-10-25,1,2022-10-25,13.68,Matured,Low,BR049
INV00574,CUST01262,PPF,63357.0,73844.0,16.55,2023-05-24,3,2026-05-23,10.01,Matured,Low,BR050
INV00575,CUST01604,Fixed Deposit,2159352.0,2697653.0,24.93,2022-03-10,3,2025-03-09,8.24,Active,Low,BR030
INV00576,CUST00411,NPS,194511.0,272170.0,39.93,2021-07-13,5,2026-07-12,10.17,Active,Medium,BR020
INV00577,CUST00214,Gold Bond,244406.0,293410.0,20.05,2023-08-13,2,2025-08-12,14.12,Active,Medium,BR021
INV00578,CUST00769,Mutual Fund,370259.0,442164.0,19.42,2023-04-05,7,2030-04-03,10.74,Active,High,BR014
INV00579,CUST01580,PPF,75067.0,92877.0,23.73,2022-09-11,7,2029-09-09,9.68,Active,Low,BR033
INV00580,CUST02827,Stocks,602313.0,1085146.0,80.16,2020-08-22,10,2030-08-20,14.46,Active,High,BR013
INV00581,CUST00953,Recurring Deposit,46822.0,53668.0,14.62,2023-06-24,7,2030-06-22,9.39,Active,Low,BR018
INV00582,CUST02273,Stocks,432232.0,619727.0,43.38,2022-07-18,5,2027-07-17,15.81,Active,High,BR025
INV00583,CUST02667,NPS,109286.0,169181.0,54.81,2020-02-05,5,2025-02-03,9.32,Active,Medium,BR006
INV00584,CUST01620,NPS,46234.0,69657.0,50.66,2022-04-12,5,2027-04-11,16.26,Active,Medium,BR042
INV00585,CUST00729,SIP,39823.0,52357.0,31.47,2023-04-10,1,2024-04-09,17.18,Active,Medium,BR031
INV00586,CUST02943,SIP,9633.0,10833.0,12.46,2023-09-20,10,2033-09-17,9.61,Active,Medium,BR026
INV00587,CUST01029,Fixed Deposit,3023730.0,4082596.0,35.02,2023-01-10,7,2030-01-08,16.44,Active,Low,BR048
INV00588,CUST00188,Fixed Deposit,2100262.0,2535121.0,20.7,2023-01-01,2,2024-12-31,9.88,Withdrawn,Low,BR020
INV00589,CUST00662,PPF,118679.0,151794.0,27.9,2022-03-30,3,2025-03-29,9.34,Active,Low,BR002
INV00590,CUST01001,NPS,117337.0,179197.0,52.72,2020-06-16,1,2021-06-16,9.77,Withdrawn,Medium,BR007
INV00591,CUST01034,Fixed Deposit,203090.0,221851.0,9.24,2023-09-11,1,2024-09-10,7.01,Active,Low,BR050
INV00592,CUST00130,SIP,18360.0,30907.0,68.34,2021-03-15,5,2026-03-14,14.7,Active,Medium,BR037
INV00593,CUST00880,Stocks,351602.0,693694.0,97.3,2020-03-27,3,2023-03-27,15.33,Matured,High,BR045
INV00594,CUST01915,Recurring Deposit,10474.0,22738.0,117.09,2020-03-06,1,2021-03-06,17.44,Active,Low,BR016
INV00595,CUST02072,SIP,25668.0,30485.0,18.77,2022-02-22,5,2027-02-21,6.21,Active,Medium,BR013
INV00596,CUST00821,NPS,25807.0,32461.0,25.78,2022-10-02,7,2029-09-30,10.75,Active,Medium,BR041
INV00597,CUST00016,Mutual Fund,13821.0,24378.0,76.38,2021-04-16,7,2028-04-14,16.53,Active,High,BR004
INV00598,CUST00431,Gold Bond,89427.0,98046.0,9.64,2023-08-23,3,2026-08-22,7.02,Active,Medium,BR012
INV00599,CUST01625,Stocks,268935.0,503096.0,87.07,2020-06-04,5,2025-06-03,14.67,Active,High,BR007
INV00600,CUST00227,Gold Bond,414558.0,493385.0,19.01,2022-07-05,7,2029-07-03,7.24,Matured,Medium,BR030
INV00601,CUST01543,Stocks,602217.0,768911.0,27.68,2023-04-05,1,2024-04-04,15.08,Active,High,BR036
INV00602,CUST01683,Recurring Deposit,7635.0,13622.0,78.42,2020-03-27,1,2021-03-27,12.92,Matured,Low,BR013
INV00603,CUST00389,Mutual Fund,314069.0,499380.0,59.0,2021-06-18,5,2026-06-17,14.01,Active,High,BR008
INV00604,CUST00096,Stocks,720803.0,899035.0,24.73,2023-06-23,2,2025-06-22,15.61,Withdrawn,High,BR008
INV00605,CUST00192,Mutual Fund,367343.0,478849.0,30.35,2020-11-29,10,2030-11-27,6.7,Matured,High,BR043
INV00606,CUST01774,PPF,44815.0,56270.0,25.56,2021-12-28,10,2031-12-26,7.86,Active,Low,BR026
INV00607,CUST02029,Gold Bond,71225.0,133588.0,87.56,2020-06-15,1,2021-06-15,14.84,Active,Medium,BR024
INV00608,CUST02666,Stocks,508775.0,706992.0,38.96,2021-06-08,5,2026-06-07,9.67,Matured,High,BR010
INV00609,CUST01953,Gold Bond,342870.0,387387.0,12.98,2023-11-22,5,2028-11-20,11.66,Active,Medium,BR002
INV00610,CUST02453,Mutual Fund,411944.0,586441.0,42.36,2021-05-04,2,2023-05-04,10.13,Active,High,BR012
INV00611,CUST02010,Fixed Deposit,1302806.0,2072358.0,59.07,2022-02-14,2,2024-02-14,17.51,Active,Low,BR033
INV00612,CUST01707,SIP,16709.0,34561.0,106.84,2020-06-23,1,2021-06-23,17.43,Withdrawn,Medium,BR039
INV00613,CUST01117,PPF,123874.0,161547.0,30.41,2020-11-20,3,2023-11-20,6.67,Active,Low,BR048
INV00614,CUST01940,SIP,20378.0,24920.0,22.29,2021-11-17,5,2026-11-16,6.66,Active,Medium,BR029
INV00615,CUST00302,SIP,5224.0,7576.0,45.02,2020-03-05,7,2027-03-04,8.01,Active,Medium,BR027
INV00616,CUST00023,Recurring Deposit,15378.0,19383.0,26.04,2023-03-02,5,2028-02-29,13.46,Active,Low,BR021
INV00617,CUST02892,Gold Bond,56849.0,92453.0,62.63,2021-04-27,7,2028-04-25,14.13,Matured,Medium,BR036
INV00618,CUST02303,Fixed Deposit,366354.0,592168.0,61.64,2020-10-03,10,2030-10-01,11.98,Active,Low,BR010
INV00619,CUST00527,Fixed Deposit,3219348.0,4409933.0,36.98,2022-09-24,7,2029-09-22,14.88,Active,Low,BR004
INV00620,CUST01446,Fixed Deposit,678397.0,794845.0,17.17,2023-09-08,3,2026-09-07,12.83,Active,Low,BR031
INV00621,CUST00662,PPF,84745.0,100942.0,19.11,2023-03-05,10,2033-03-02,10.06,Withdrawn,Low,BR002
INV00622,CUST00325,Gold Bond,60750.0,96347.0,58.6,2021-01-10,3,2024-01-10,12.31,Active,Medium,BR032
INV00623,CUST00515,PPF,28706.0,31339.0,9.17,2023-09-11,1,2024-09-10,6.96,Active,Low,BR014
INV00624,CUST00756,NPS,173595.0,344351.0,98.36,2020-11-09,3,2023-11-09,17.98,Withdrawn,Medium,BR033
INV00625,CUST00758,NPS,106039.0,208636.0,96.75,2020-10-08,7,2027-10-07,17.35,Active,Medium,BR003
INV00626,CUST01099,NPS,86439.0,166203.0,92.28,2020-06-06,2,2022-06-06,15.38,Active,Medium,BR021
INV00627,CUST00678,Fixed Deposit,1155005.0,2053445.0,77.79,2021-03-25,3,2024-03-24,16.49,Active,Low,BR044
INV00628,CUST00255,NPS,30569.0,35996.0,17.75,2023-09-29,7,2030-09-27,13.91,Matured,Medium,BR025
INV00629,CUST02276,Fixed Deposit,4971188.0,7963631.0,60.2,2021-04-23,3,2024-04-22,13.62,Active,Low,BR044
INV00630,CUST02114,Fixed Deposit,228259.0,332309.0,45.58,2022-03-13,7,2029-03-11,14.34,Active,Low,BR001
INV00631,CUST01704,Stocks,201050.0,245420.0,22.07,2023-08-15,3,2026-08-14,15.57,Active,High,BR042
INV00632,CUST02039,NPS,46847.0,65250.0,39.28,2021-12-15,7,2028-12-13,11.5,Active,Medium,BR009
INV00633,CUST00037,Stocks,195003.0,362736.0,86.02,2020-09-08,1,2021-09-08,15.48,Active,High,BR038
INV00634,CUST02521,Gold Bond,45399.0,63995.0,40.96,2020-08-23,5,2025-08-22,8.2,Active,Medium,BR008
INV00635,CUST00367,Stocks,601535.0,753392.0,25.24,2022-04-08,1,2023-04-08,8.59,Active,High,BR006
INV00636,CUST01577,Fixed Deposit,2054623.0,3259411.0,58.64,2020-07-16,2,2022-07-16,10.9,Active,Low,BR047
INV00637,CUST00440,Recurring Deposit,26176.0,46766.0,78.66,2021-06-24,2,2023-06-24,17.92,Matured,Low,BR037
INV00638,CUST02493,SIP,15226.0,22002.0,44.5,2022-05-19,2,2024-05-18,15.09,Active,Medium,BR047
INV00639,CUST01337,Recurring Deposit,4289.0,7865.0,83.38,2020-03-06,5,2025-03-05,13.4,Active,Low,BR034
INV00640,CUST01092,SIP,18151.0,24099.0,32.77,2021-04-06,3,2024-04-05,7.88,Active,Medium,BR013
INV00641,CUST02270,Recurring Deposit,6713.0,9222.0,37.38,2022-11-23,3,2025-11-22,16.29,Matured,Low,BR001
INV00642,CUST01390,Stocks,732467.0,1100260.0,50.21,2021-07-20,1,2022-07-20,12.52,Withdrawn,High,BR044
INV00643,CUST01083,NPS,199085.0,278867.0,40.07,2022-12-14,3,2025-12-13,17.9,Active,Medium,BR016
INV00644,CUST01506,Fixed Deposit,3313030.0,4535508.0,36.9,2020-09-17,1,2021-09-17,7.6,Active,Low,BR029
INV00645,CUST01525,Recurring Deposit,37147.0,71164.0,91.57,2021-01-07,10,2031-01-05,17.74,Withdrawn,Low,BR001
INV00646,CUST00576,NPS,35065.0,60186.0,71.64,2021-02-26,2,2023-02-26,15.09,Matured,Medium,BR047
INV00647,CUST02499,Fixed Deposit,2741528.0,3484455.0,27.1,2023-02-02,7,2030-01-31,13.38,Withdrawn,Low,BR019
INV00648,CUST00842,Stocks,492934.0,577551.0,17.17,2023-01-22,3,2026-01-21,8.51,Active,High,BR038
INV00649,CUST00557,PPF,62084.0,84271.0,35.74,2022-11-10,10,2032-11-07,15.35,Active,Low,BR037
INV00650,CUST01281,SIP,37502.0,53287.0,42.09,2021-07-12,7,2028-07-10,10.65,Matured,Medium,BR032
INV00651,CUST00457,PPF,41776.0,67149.0,60.74,2020-11-30,2,2022-11-30,12.32,Active,Low,BR046
INV00652,CUST00951,PPF,45605.0,54324.0,19.12,2023-07-31,5,2028-07-29,13.12,Active,Low,BR025
INV00653,CUST02797,Fixed Deposit,12617.0,17504.0,38.73,2022-11-19,10,2032-11-16,16.74,Active,Low,BR037
INV00654,CUST01351,PPF,119172.0,164046.0,37.65,2022-04-25,5,2027-04-24,12.64,Active,Low,BR040
INV00655,CUST00478,Fixed Deposit,1841444.0,3559307.0,93.29,2020-08-10,7,2027-08-09,16.19,Withdrawn,Low,BR032
INV00656,CUST01279,Recurring Deposit,16028.0,17698.0,10.42,2023-04-20,3,2026-04-19,6.01,Active,Low,BR017
INV00657,CUST01415,Recurring Deposit,31418.0,48355.0,53.91,2022-04-27,10,2032-04-24,17.46,Active,Low,BR038
INV00658,CUST00280,SIP,13964.0,15942.0,14.16,2023-04-04,10,2033-04-01,7.9,Active,Medium,BR003
INV00659,CUST01723,PPF,91267.0,111643.0,22.33,2022-09-03,7,2029-09-01,9.05,Active,Low,BR038
INV00660,CUST01647,Recurring Deposit,35204.0,58622.0,66.52,2020-04-18,1,2021-04-18,11.45,Active,Low,BR003
INV00661,CUST00017,SIP,11427.0,20016.0,75.16,2020-05-10,3,2023-05-10,12.83,Active,Medium,BR031
INV00662,CUST01790,Stocks,194180.0,251683.0,29.61,2020-12-29,10,2030-12-27,6.69,Matured,High,BR002
INV00663,CUST02630,Stocks,635674.0,730781.0,14.96,2023-07-13,2,2025-07-12,9.96,Withdrawn,High,BR045
INV00664,CUST02976,Stocks,517134.0,623018.0,20.48,2023-04-20,1,2024-04-19,11.59,Matured,High,BR030
INV00665,CUST01943,Recurring Deposit,16397.0,26249.0,60.08,2021-09-07,1,2022-09-07,15.25,Active,Low,BR016
INV00666,CUST02666,NPS,188920.0,216475.0,14.59,2023-01-20,2,2025-01-19,7.25,Active,Medium,BR010
INV00667,CUST02754,NPS,180475.0,231811.0,28.44,2021-03-20,3,2024-03-19,6.84,Active,Medium,BR001
INV00668,CUST01046,SIP,21840.0,30143.0,38.02,2022-05-19,3,2025-05-18,13.09,Withdrawn,Medium,BR019
INV00669,CUST01458,Recurring Deposit,38307.0,48892.0,27.63,2023-06-17,3,2026-06-16,17.17,Active,Low,BR003
