loan_id,customer_id,loan_type,loan_amount,interest_rate,tenure_years,emi_amount,disbursement_date,maturity_date,outstanding_amount,paid_emis,total_emis,days_past_due,loan_status,collateral_type,branch_id,credit_score_at_sanction
LN001018,CUST01876,Education Loan,1198164.0,10.27,2,55438.0,2022-05-08,2024-05-07,266806.0,24,24,0,Active,None,BR004,816
LN001019,CUST00331,Gold Loan,485676.0,9.74,5,10258.0,2020-12-23,2025-12-22,428231.0,8,60,0,Active,Gold,BR003,692
LN001020,CUST00084,Car Loan,1223422.0,10.09,7,20367.0,2023-05-18,2030-05-16,653146.0,40,84,90,NPA,Vehicle,BR049,834
LN001021,CUST01851,Business Loan,8248011.0,11.91,2,387899.0,2022-06-02,2024-06-01,2545896.0,21,24,0,Active,None,BR040,665
LN001022,CUST02228,Car Loan,2202185.0,11.72,1,195369.0,2022-12-25,2023-12-25,1108119.0,8,12,0,Active,Vehicle,BR014,801
LN001023,CUST02445,Education Loan,547873.0,10.16,5,11683.0,2022-09-25,2027-09-24,294352.0,31,60,30,Special Mention,None,BR025,818
LN001024,CUST01277,Credit Card Loan,95802.0,19.51,3,3536.0,2021-07-17,2024-07-16,41348.0,22,36,30,Special Mention,None,BR035,825
LN001025,CUST01726,Personal Loan,602338.0,14.21,3,20648.0,2020-10-15,2023-10-15,342173.0,18,36,0,Active,None,BR042,775
LN001026,CUST02607,Credit Card Loan,113833.0,17.15,1,10390.0,2022-05-04,2023-05-04,62922.0,7,12,0,Active,None,BR029,689
LN001027,CUST00820,Education Loan,352717.0,9.45,1,30920.0,2021-11-05,2022-11-05,201209.0,7,12,0,Active,None,BR001,781
LN001028,CUST01339,Gold Loan,97882.0,12.28,3,3264.0,2023-02-15,2026-02-14,31623.0,29,36,0,Active,Gold,BR040,699
LN001029,CUST02227,Car Loan,1531072.0,10.54,3,49794.0,2024-02-18,2027-02-17,555110.0,28,36,0,Active,Vehicle,BR047,814
LN001030,CUST00702,Car Loan,1635040.0,11.94,5,36317.0,2021-03-24,2026-03-23,1202868.0,17,60,0,Active,Vehicle,BR012,807
LN001031,CUST00357,Business Loan,1503000.0,11.8,1,133398.0,2021-05-24,2022-05-24,382457.0,12,12,0,Active,None,BR040,717
LN001032,CUST01965,Car Loan,778087.0,10.03,7,12931.0,2021-10-16,2028-10-14,642312.0,15,84,0,Active,Vehicle,BR020,719
LN001033,CUST01709,Personal Loan,815908.0,13.01,7,14847.0,2021-08-18,2028-08-16,815908.0,0,84,30,Special Mention,None,BR050,681
LN001034,CUST01006,Car Loan,852716.0,11.08,3,27949.0,2020-06-17,2023-06-17,167966.0,35,36,60,Special Mention,Vehicle,BR027,723
LN001035,CUST02048,Education Loan,440740.0,10.24,5,9417.0,2023-06-16,2028-06-14,381413.0,9,60,0,Active,None,BR021,701
LN001036,CUST02453,Car Loan,1298199.0,9.14,3,41369.0,2021-01-27,2024-01-27,979658.0,11,36,0,Active,Vehicle,BR012,762
LN001037,CUST00204,Gold Loan,472251.0,9.9,7,7816.0,2021-10-21,2028-10-19,324529.0,27,84,0,Active,Gold,BR041,900
LN001038,CUST02646,Car Loan,1734263.0,11.92,1,154025.0,2024-02-21,2025-02-20,763906.0,9,12,0,Active,Vehicle,BR013,638
LN001039,CUST01366,Personal Loan,605671.0,12.57,3,20283.0,2022-08-08,2025-08-07,577275.0,2,36,60,Special Mention,None,BR040,770
LN001040,CUST00991,Gold Loan,326485.0,10.3,3,10581.0,2021-05-10,2024-05-09,304265.0,3,36,0,Active,Gold,BR043,735
LN001041,CUST00230,Credit Card Loan,180527.0,19.02,3,6620.0,2022-10-07,2025-10-06,175893.0,1,36,0,Active,None,BR030,728
LN001042,CUST00684,Business Loan,6068116.0,14.39,3,208543.0,2022-04-18,2025-04-17,958812.0,35,36,0,Active,None,BR045,736
LN001043,CUST02115,Car Loan,742600.0,9.84,7,12265.0,2020-12-19,2027-12-18,390594.0,41,84,90,NPA,Vehicle,BR023,759
LN001044,CUST00464,Education Loan,1115734.0,10.42,5,23936.0,2020-12-04,2025-12-03,479036.0,38,60,60,Special Mention,None,BR006,700
LN001045,CUST00296,Education Loan,1748417.0,9.57,5,36780.0,2020-06-04,2025-06-03,564101.0,46,60,0,Active,None,BR003,805
LN001046,CUST00613,Personal Loan,494646.0,12.07,1,43964.0,2023-03-03,2024-03-02,217673.0,9,12,0,Active,None,BR002,700
LN001047,CUST00831,Personal Loan,1249765.0,14.58,3,43066.0,2023-04-03,2026-04-02,1129180.0,4,36,0,Active,None,BR036,611
LN001048,CUST00909,Gold Loan,461220.0,10.74,2,21442.0,2020-05-24,2022-05-24,131013.0,22,24,0,Active,Gold,BR018,885
LN001049,CUST02896,Personal Loan,526437.0,13.83,1,47225.0,2021-10-23,2022-10-23,526437.0,0,12,0,Active,None,BR022,900
LN001050,CUST00280,Car Loan,2031579.0,9.72,7,33429.0,2022-12-07,2029-12-05,978566.0,45,84,0,Active,Vehicle,BR003,677
LN001051,CUST00959,Personal Loan,532586.0,15.65,1,48233.0,2023-01-06,2024-01-06,397534.0,4,12,180,NPA,None,BR011,720
LN001052,CUST00512,Home Loan,13117446.0,10.29,7,219740.0,2022-02-17,2029-02-15,9733450.0,22,84,0,Active,Property,BR027,809
LN001053,CUST02458,Personal Loan,490402.0,13.07,2,23332.0,2023-05-24,2025-05-23,229084.0,16,24,30,Special Mention,None,BR016,710
LN001054,CUST00887,Education Loan,391544.0,10.3,2,18121.0,2023-07-17,2025-07-16,150535.0,19,24,365,NPA,None,BR005,732
LN001055,CUST00195,Car Loan,1958647.0,11.47,2,91716.0,2022-06-29,2024-06-28,1252434.0,11,24,0,Active,Vehicle,BR032,706
LN001056,CUST02395,Home Loan,12247500.0,8.48,3,386507.0,2023-03-27,2026-03-26,2778078.0,35,36,0,Active,Property,BR006,718
LN001057,CUST01024,Car Loan,1900752.0,9.41,1,166586.0,2023-03-20,2024-03-19,1084481.0,7,12,30,Special Mention,Vehicle,BR034,844
LN001058,CUST01966,Car Loan,501216.0,11.77,5,11091.0,2023-10-14,2028-10-12,206195.0,38,60,0,Active,Vehicle,BR038,706
LN001059,CUST00416,Business Loan,8487560.0,11.38,2,397081.0,2021-05-23,2023-05-23,2094556.0,23,24,60,Special Mention,None,BR020,689
LN001060,CUST01791,Home Loan,10149999.0,8.51,5,208315.0,2022-10-23,2027-10-22,10149999.0,0,60,0,Active,Property,BR009,604
LN001061,CUST00758,Car Loan,1000125.0,11.82,2,46993.0,2022-05-10,2024-05-09,309328.0,21,24,180,NPA,Vehicle,BR003,717
LN001062,CUST02436,Education Loan,290614.0,11.52,1,25755.0,2024-01-05,2025-01-04,92300.0,11,12,0,Active,None,BR046,678
LN001063,CUST01507,Credit Card Loan,149249.0,19.44,3,5504.0,2024-05-15,2027-05-15,87604.0,16,36,30,Special Mention,None,BR036,734
LN001064,CUST01554,Business Loan,6846944.0,13.25,1,612355.0,2024-05-26,2025-05-26,4703702.0,5,12,0,Active,None,BR004,661
LN001065,CUST01338,Education Loan,1682069.0,10.68,2,78148.0,2021-08-04,2023-08-04,1682069.0,0,24,0,Active,None,BR016,705
LN001066,CUST01260,Home Loan,7983919.0,8.16,1,695105.0,2022-04-11,2023-04-11,7983919.0,0,12,0,Active,Property,BR038,685
LN001067,CUST00120,Car Loan,385173.0,11.99,7,6798.0,2020-09-15,2027-09-14,199588.0,39,84,0,Active,Vehicle,BR019,826
LN001068,CUST01369,Business Loan,3026457.0,13.83,1,271488.0,2023-01-31,2024-01-31,935999.0,11,12,0,Active,None,BR040,687
LN001069,CUST01021,Business Loan,6102752.0,13.94,5,141806.0,2021-11-25,2026-11-24,2132184.0,40,60,60,Special Mention,None,BR024,750
LN001070,CUST01226,Education Loan,1367167.0,9.44,5,28672.0,2022-04-07,2027-04-06,684773.0,34,60,0,Active,None,BR035,698
LN001071,CUST01015,Home Loan,8095772.0,9.99,3,261199.0,2023-05-24,2026-05-23,6998736.0,6,36,0,Active,Property,BR040,810
LN001072,CUST00061,Gold Loan,153601.0,11.24,3,5046.0,2023-03-07,2026-03-06,68828.0,24,36,0,Active,Gold,BR027,690
LN001073,CUST00053,Personal Loan,98223.0,15.61,5,2368.0,2022-07-25,2027-07-24,84962.0,8,60,365,NPA,None,BR013,647
LN001074,CUST02222,Home Loan,8907888.0,9.85,1,782508.0,2021-02-15,2022-02-15,6716866.0,4,12,365,NPA,Property,BR024,651
LN001075,CUST02682,Personal Loan,617068.0,15.3,3,21481.0,2023-07-01,2026-06-30,541884.0,5,36,0,Active,None,BR023,752
LN001076,CUST01382,Home Loan,6304637.0,9.08,3,200718.0,2021-01-24,2024-01-24,3073077.0,23,36,0,Active,Property,BR019,657
LN001077,CUST01363,Business Loan,1237605.0,14.46,3,42574.0,2022-02-22,2025-02-21,254146.0,33,36,60,Special Mention,None,BR049,825
LN001078,CUST02859,Car Loan,783352.0,11.6,2,36727.0,2020-11-13,2022-11-13,346301.0,17,24,180,NPA,Vehicle,BR008,808
LN001079,CUST00677,Business Loan,9210730.0,11.62,3,304265.0,2021-11-15,2024-11-14,1756238.0,35,36,90,NPA,None,BR014,631
LN001080,CUST02116,Personal Loan,774759.0,14.74,7,14837.0,2020-12-21,2027-12-20,276236.0,48,84,0,Active,None,BR039,703
LN001081,CUST00604,Education Loan,1776472.0,12.63,2,84151.0,2022-07-13,2024-07-12,1010698.0,13,24,0,Active,None,BR046,900
LN001082,CUST01205,Personal Loan,953608.0,14.54,1,85864.0,2021-02-23,2022-02-23,953608.0,0,12,0,Active,None,BR030,699
LN001083,CUST00007,Gold Loan,260073.0,9.71,7,4279.0,2021-07-15,2028-07-13,260073.0,0,84,30,Special Mention,Gold,BR043,802
LN001084,CUST01717,Business Loan,1269256.0,13.2,3,42891.0,2023-11-09,2026-11-08,338521.0,31,36,365,NPA,None,BR008,704
LN001085,CUST01795,Credit Card Loan,148289.0,16.73,3,5267.0,2022-02-09,2025-02-08,41369.0,29,36,30,Special Mention,None,BR047,706
LN001086,CUST00217,Gold Loan,360118.0,8.71,1,31445.0,2022-02-01,2023-02-01,117992.0,11,12,0,Active,Gold,BR020,824
LN001087,CUST00683,Business Loan,3520128.0,13.89,7,65757.0,2020-10-13,2027-10-12,1955111.0,34,84,0,Active,None,BR040,656
LN001088,CUST01325,Business Loan,9996243.0,11.51,3,329701.0,2022-07-19,2025-07-18,7457545.0,11,36,60,Special Mention,None,BR031,719
LN001089,CUST00036,Car Loan,2078243.0,9.0,2,94945.0,2023-02-06,2025-02-05,1812397.0,4,24,0,Active,Vehicle,BR018,634
LN001090,CUST01941,Credit Card Loan,37745.0,20.45,7,848.0,2022-09-06,2029-09-04,33590.0,7,84,0,Active,None,BR001,724
LN001091,CUST00126,Business Loan,6382814.0,10.92,3,208736.0,2021-08-17,2024-08-16,1268782.0,35,36,0,Active,None,BR044,900
LN001092,CUST01458,Gold Loan,188835.0,11.78,7,3311.0,2020-08-16,2027-08-15,163340.0,11,84,0,Active,Gold,BR003,721
LN001093,CUST00933,Car Loan,1251923.0,8.82,7,20026.0,2022-08-31,2029-08-29,1181832.0,5,84,0,Active,Vehicle,BR022,629
LN001094,CUST01069,Gold Loan,159019.0,10.87,1,14045.0,2020-06-29,2021-06-29,159019.0,0,12,0,Active,Gold,BR041,691
LN001095,CUST02181,Home Loan,8758666.0,10.5,20,87434.0,2022-12-21,2042-12-16,7534590.0,20,240,0,Active,Property,BR048,698
LN001096,CUST00592,Car Loan,1209242.0,11.7,7,21155.0,2022-06-05,2029-06-03,616902.0,40,84,0,Active,Vehicle,BR032,684
LN001097,CUST02818,Business Loan,8160345.0,13.07,7,148773.0,2023-10-27,2030-10-25,4411265.0,36,84,0,Active,None,BR050,733
LN001098,CUST00133,Car Loan,2363952.0,8.07,3,74150.0,2020-03-23,2023-03-23,806802.0,30,36,0,Active,Vehicle,BR022,663
LN001099,CUST02306,Business Loan,1333171.0,12.32,5,29875.0,2023-10-20,2028-10-18,1103134.0,11,60,60,Special Mention,None,BR005,898
LN001100,CUST02393,Personal Loan,1103524.0,14.95,7,21261.0,2020-01-29,2027-01-27,910049.0,13,84,30,Special Mention,None,BR032,614
LN001101,CUST01822,Personal Loan,430321.0,12.04,5,9581.0,2021-07-26,2026-07-25,162053.0,40,60,0,Active,None,BR015,858
LN001102,CUST02379,Business Loan,4589887.0,12.97,3,154580.0,2020-07-11,2023-07-11,3183209.0,13,36,0,Active,None,BR014,688
LN001103,CUST00315,Home Loan,2950764.0,8.58,1,257480.0,2021-09-19,2022-09-19,2950764.0,0,12,0,Active,Property,BR033,778
LN001104,CUST00824,Gold Loan,403139.0,11.95,3,13381.0,2020-01-13,2023-01-12,365672.0,4,36,0,Active,Gold,BR011,677
LN001105,CUST01314,Car Loan,2516122.0,10.44,3,81709.0,2022-09-15,2025-09-14,1315000.0,21,36,0,Active,Vehicle,BR014,773
LN001106,CUST00446,Car Loan,1380589.0,10.7,5,29812.0,2020-10-14,2025-10-13,587590.0,38,60,0,Active,Vehicle,BR023,731
LN001107,CUST01527,Business Loan,5676366.0,13.71,2,271764.0,2023-03-27,2025-03-26,4915427.0,4,24,60,Special Mention,None,BR026,814
LN001108,CUST00962,Education Loan,1176307.0,11.45,5,25843.0,2023-06-22,2028-06-20,687874.0,27,60,0,Active,None,BR011,763
LN001109,CUST02087,Car Loan,410533.0,9.48,3,13147.0,2022-12-13,2025-12-12,401330.0,1,36,0,Active,Vehicle,BR006,671
LN001110,CUST00037,Credit Card Loan,54771.0,17.62,1,5011.0,2021-10-25,2022-10-25,33725.0,6,12,0,Active,None,BR038,714
LN001111,CUST01831,Credit Card Loan,160615.0,18.59,1,14771.0,2021-07-17,2022-07-17,119256.0,4,12,60,Special Mention,None,BR027,726
LN001112,CUST01765,Business Loan,9060695.0,13.46,1,811243.0,2023-12-05,2024-12-04,3381994.0,10,12,0,Active,None,BR020,704
LN001113,CUST02038,Car Loan,655108.0,8.52,2,29784.0,2022-11-04,2024-11-03,321527.0,16,24,30,Special Mention,Vehicle,BR027,652
LN001114,CUST00821,Home Loan,11402145.0,10.09,20,110682.0,2024-02-18,2044-02-13,7838185.0,46,240,0,Active,Property,BR041,657
LN001115,CUST01724,Business Loan,5380409.0,11.41,3,177196.0,2023-04-12,2026-04-11,5380409.0,0,36,30,Special Mention,None,BR017,723
LN001116,CUST02940,Home Loan,4356278.0,8.09,10,53065.0,2021-05-23,2031-05-21,4059114.0,8,120,0,Active,Property,BR042,720
LN001117,CUST01225,Car Loan,1432706.0,9.57,5,30136.0,2022-06-07,2027-06-06,609993.0,39,60,0,Active,Vehicle,BR014,836
LN001118,CUST02977,Car Loan,563036.0,9.94,5,11946.0,2021-05-12,2026-05-11,211824.0,42,60,0,Active,Vehicle,BR031,773
LN001119,CUST01833,Personal Loan,1443823.0,12.94,7,26219.0,2022-08-12,2029-08-10,1186877.0,14,84,0,Active,None,BR004,779
LN001120,CUST00373,Education Loan,1999773.0,10.34,7,33553.0,2021-04-03,2028-04-01,966341.0,44,84,365,NPA,None,BR001,798
LN001121,CUST01682,Car Loan,727487.0,10.12,3,23513.0,2023-01-14,2026-01-13,283091.0,27,36,90,NPA,Vehicle,BR027,709
LN001122,CUST02466,Credit Card Loan,105404.0,17.38,1,9632.0,2023-11-11,2024-11-10,71692.0,5,12,60,Special Mention,None,BR043,756
LN001123,CUST01518,Car Loan,1396817.0,10.58,5,30077.0,2023-05-08,2028-05-06,828362.0,27,60,180,NPA,Vehicle,BR001,753
LN001124,CUST02207,Car Loan,2782316.0,8.29,7,43769.0,2021-10-02,2028-09-30,2782316.0,0,84,365,NPA,Vehicle,BR012,798
LN001125,CUST02523,Car Loan,1823581.0,9.44,2,83676.0,2020-06-25,2022-06-25,1179276.0,11,24,0,Active,Vehicle,BR008,741
LN001126,CUST00324,Education Loan,1398359.0,10.57,5,30107.0,2022-07-20,2027-07-19,1040086.0,17,60,0,Active,None,BR017,830
LN001127,CUST00674,Business Loan,8628906.0,11.33,1,763963.0,2020-04-21,2021-04-21,5420261.0,6,12,30,Special Mention,None,BR021,670
LN001128,CUST02301,Education Loan,583866.0,11.41,5,12815.0,2022-03-13,2027-03-12,431368.0,17,60,0,Active,None,BR030,780
LN001129,CUST00394,Business Loan,6178244.0,12.03,2,290929.0,2023-03-29,2025-03-28,4345391.0,9,24,90,NPA,None,BR033,813
LN001130,CUST01683,Business Loan,2952140.0,14.23,1,265389.0,2023-02-23,2024-02-23,2023278.0,5,12,60,Special Mention,None,BR013,632
LN001131,CUST00357,Business Loan,1356829.0,10.86,5,29404.0,2020-05-20,2025-05-19,492351.0,42,60,180,NPA,None,BR040,717
LN001132,CUST00941,Home Loan,13780920.0,9.89,1,1210854.0,2020-06-15,2021-06-15,12933322.0,1,12,365,NPA,Property,BR009,641
LN001133,CUST00499,Business Loan,4141417.0,14.49,1,372808.0,2020-04-19,2021-04-19,1531761.0,10,12,0,Active,None,BR049,653
LN001134,CUST02721,Business Loan,9370723.0,14.22,1,842359.0,2020-07-22,2021-07-22,2294907.0,12,12,0,Active,None,BR013,888
LN001135,CUST01172,Gold Loan,252439.0,11.24,3,8293.0,2024-04-13,2027-04-13,113117.0,24,36,0,Active,Gold,BR029,736
LN001136,CUST02865,Car Loan,578082.0,11.11,2,26973.0,2022-06-18,2024-06-17,181579.0,21,24,60,Special Mention,Vehicle,BR046,724
LN001137,CUST02837,Credit Card Loan,139659.0,20.26,5,3720.0,2022-01-10,2027-01-09,139659.0,0,60,0,Active,None,BR033,810
LN001138,CUST00480,Education Loan,595551.0,12.02,3,19787.0,2021-06-11,2024-06-10,263129.0,24,36,0,Active,None,BR018,783
LN001139,CUST00429,Business Loan,8906269.0,12.89,5,202138.0,2023-08-26,2028-08-24,4944364.0,28,60,0,Active,None,BR041,792
LN001140,CUST02416,Home Loan,5158397.0,9.22,15,52984.0,2023-04-14,2038-04-10,4527887.0,17,180,0,Active,Property,BR010,725
LN001141,CUST00640,Business Loan,8674186.0,12.72,1,773619.0,2021-01-12,2022-01-12,5966520.0,5,12,0,Active,None,BR018,619
LN001142,CUST02354,Gold Loan,345206.0,10.23,7,5773.0,2020-02-20,2027-02-18,215891.0,32,84,0,Active,Gold,BR036,633
LN001143,CUST00507,Gold Loan,460893.0,9.53,1,40419.0,2021-10-24,2022-10-24,347720.0,4,12,0,Active,Gold,BR048,671
LN001144,CUST02014,Car Loan,897144.0,9.72,5,18940.0,2021-10-26,2026-10-25,817596.0,6,60,0,Active,Vehicle,BR021,646
LN001145,CUST00016,Home Loan,8577919.0,10.66,7,145361.0,2022-05-04,2029-05-02,4202553.0,43,84,0,Active,Property,BR004,658
LN001146,CUST00153,Credit Card Loan,43536.0,18.17,1,3995.0,2021-02-28,2022-02-28,18368.0,9,12,0,Active,None,BR043,695
LN001147,CUST02672,Business Loan,4050188.0,13.66,3,137752.0,2020-09-20,2023-09-20,3278777.0,8,36,90,NPA,None,BR016,759
LN001148,CUST01195,Education Loan,1225925.0,10.14,2,56649.0,2023-08-30,2025-08-29,631110.0,15,24,0,Active,None,BR028,620
LN001149,CUST00422,Business Loan,4975426.0,12.34,3,166074.0,2024-04-26,2027-04-26,1371620.0,31,36,0,Active,None,BR013,821
LN001150,CUST01560,Car Loan,2804878.0,10.79,7,47721.0,2023-08-14,2030-08-12,2303808.0,15,84,0,Active,Vehicle,BR003,668
LN001151,CUST00655,Gold Loan,63337.0,9.07,2,2896.0,2023-09-02,2025-09-01,51174.0,6,24,0,Active,Gold,BR017,878
LN001152,CUST01353,Car Loan,334695.0,9.5,1,29347.0,2022-10-31,2023-10-31,314152.0,1,12,0,Active,Vehicle,BR047,738
LN001153,CUST00160,Education Loan,1170572.0,10.71,3,38163.0,2023-03-14,2026-03-13,235579.0,35,36,180,NPA,None,BR014,739
LN001154,CUST00764,Business Loan,3817403.0,13.59,5,88013.0,2022-11-30,2027-11-29,2954876.0,14,60,0,Active,None,BR004,765
LN001155,CUST01877,Credit Card Loan,118314.0,18.3,1,10864.0,2024-02-24,2025-02-23,57476.0,8,12,0,Active,None,BR030,666
LN001156,CUST00981,Car Loan,2889491.0,10.32,2,133759.0,2024-01-23,2026-01-22,2889491.0,0,24,0,Active,Vehicle,BR013,741
LN001157,CUST00373,Education Loan,1411791.0,9.53,2,64844.0,2023-03-03,2025-03-02,1321009.0,2,24,0,Active,None,BR001,798
LN001158,CUST02367,Education Loan,1815779.0,9.26,3,57959.0,2021-01-02,2024-01-02,1328923.0,12,36,30,Special Mention,None,BR008,658
LN001159,CUST02501,Car Loan,1316274.0,8.72,1,114937.0,2023-05-07,2024-05-06,511715.0,10,12,90,NPA,Vehicle,BR035,787
LN001160,CUST01369,Car Loan,1107045.0,11.52,2,51864.0,2021-06-29,2023-06-29,1107045.0,0,24,0,Active,Vehicle,BR040,687
LN001161,CUST02303,Credit Card Loan,180682.0,17.6,5,4549.0,2023-03-26,2028-03-24,136102.0,14,60,0,Active,None,BR010,687
LN001162,CUST00848,Business Loan,8968438.0,14.27,7,169417.0,2020-01-26,2027-01-24,4461946.0,38,84,30,Special Mention,None,BR018,846
LN001163,CUST01081,Gold Loan,343018.0,11.7,5,7578.0,2022-06-29,2027-06-28,104311.0,45,60,0,Active,Gold,BR008,687
LN001164,CUST01367,Business Loan,3114442.0,12.64,1,277653.0,2023-12-06,2024-12-05,2920085.0,1,12,90,NPA,None,BR020,731
LN001165,CUST01734,Car Loan,2275191.0,8.79,5,46993.0,2021-01-19,2026-01-18,860702.0,43,60,0,Active,Vehicle,BR006,731
LN001166,CUST00909,Car Loan,1580220.0,8.56,1,137868.0,2021-07-20,2022-07-20,1580220.0,0,12,0,Active,Vehicle,BR018,885
LN001167,CUST00958,Gold Loan,360508.0,8.58,5,7411.0,2023-11-15,2028-11-13,303443.0,11,60,60,Special Mention,Gold,BR021,739
LN001168,CUST00804,Personal Loan,1335157.0,13.11,1,119322.0,2022-07-31,2023-07-31,1168106.0,2,12,0,Active,None,BR037,659
LN001169,CUST02416,Business Loan,8410379.0,13.52,1,753230.0,2023-07-26,2024-07-25,3137769.0,10,12,0,Active,None,BR010,725
LN001170,CUST00414,Business Loan,5064614.0,14.1,3,173332.0,2021-09-24,2024-09-23,3487293.0,13,36,60,Special Mention,None,BR009,781
LN001171,CUST00640,Home Loan,7508564.0,10.32,10,100559.0,2024-03-07,2034-03-05,4411347.0,44,120,30,Special Mention,Property,BR018,619
LN001172,CUST01674,Business Loan,3307472.0,13.18,3,111732.0,2024-03-07,2027-03-07,3229260.0,1,36,0,Active,None,BR049,631
LN001173,CUST02624,Personal Loan,1192314.0,14.08,7,22396.0,2022-10-15,2029-10-13,957156.0,15,84,0,Active,None,BR007,807
LN001174,CUST00437,Credit Card Loan,40336.0,16.71,5,996.0,2022-02-28,2027-02-27,30575.0,14,60,0,Active,None,BR040,786
LN001175,CUST01148,Car Loan,364977.0,9.42,2,16745.0,2020-07-12,2022-07-12,118826.0,21,24,60,Special Mention,Vehicle,BR002,630
LN001176,CUST01793,Business Loan,2211866.0,12.05,1,196576.0,2022-12-19,2023-12-19,2074263.0,1,12,60,Special Mention,None,BR048,691
LN001177,CUST02689,Credit Card Loan,21844.0,18.62,7,467.0,2021-04-04,2028-04-02,6807.0,46,84,0,Active,None,BR006,743
LN001178,CUST02543,Gold Loan,91929.0,11.08,3,3013.0,2021-06-13,2024-06-12,56074.0,17,36,0,Active,Gold,BR030,692
LN001179,CUST01793,Credit Card Loan,108014.0,18.54,5,2775.0,2023-03-30,2028-03-28,36142.0,37,60,90,NPA,None,BR048,691
LN001180,CUST02269,Business Loan,7188120.0,13.65,3,244466.0,2024-04-26,2027-04-26,7016994.0,1,36,0,Active,None,BR019,681
LN001181,CUST00047,Gold Loan,226433.0,10.26,7,3790.0,2022-07-27,2029-07-25,176026.0,19,84,0,Active,Gold,BR038,687
LN001182,CUST01891,Car Loan,627677.0,11.45,3,20684.0,2022-11-15,2025-11-14,468410.0,11,36,0,Active,Vehicle,BR024,717
LN001183,CUST01039,Business Loan,8512165.0,12.78,3,285892.0,2020-10-23,2023-10-23,4709801.0,19,36,0,Active,None,BR042,851
LN001184,CUST00859,Personal Loan,473022.0,13.68,3,16093.0,2020-11-30,2023-11-30,78744.0,35,36,30,Special Mention,None,BR013,658
LN001185,CUST02996,Credit Card Loan,184099.0,16.71,7,3731.0,2022-11-19,2029-11-17,66573.0,45,84,0,Active,None,BR042,718
LN001186,CUST00144,Education Loan,1072885.0,9.99,2,49502.0,2024-03-25,2026-03-25,864977.0,6,24,0,Active,None,BR043,701
LN001187,CUST01824,Credit Card Loan,45090.0,20.37,3,1684.0,2022-06-17,2025-06-16,7368.0,32,36,0,Active,None,BR036,672
LN001188,CUST01600,Home Loan,1984516.0,8.78,3,62907.0,2021-12-05,2024-12-04,1940481.0,1,36,0,Active,Property,BR027,657
LN001189,CUST00806,Car Loan,753473.0,11.83,1,66886.0,2022-02-23,2023-02-23,706653.0,1,12,0,Active,Vehicle,BR025,680
LN001190,CUST01603,Business Loan,2982318.0,12.66,5,67345.0,2021-05-16,2026-05-15,1850922.0,24,60,0,Active,None,BR013,816
LN001191,CUST02118,Car Loan,2483511.0,8.8,3,78746.0,2021-08-10,2024-08-09,1215700.0,23,36,0,Active,Vehicle,BR001,670
LN001192,CUST02303,Business Loan,9949575.0,11.83,2,467569.0,2023-02-09,2025-02-08,4058206.0,18,24,0,Active,None,BR010,687
LN001193,CUST00265,Credit Card Loan,171767.0,19.51,1,15871.0,2023-03-17,2024-03-16,93999.0,7,12,0,Active,None,BR033,706
LN001194,CUST01572,Car Loan,1426173.0,10.89,3,46617.0,2023-04-08,2026-04-07,284056.0,35,36,30,Special Mention,Vehicle,BR044,632
LN001195,CUST02097,Home Loan,13778916.0,10.33,10,184631.0,2023-07-04,2033-07-01,7575314.0,48,120,0,Active,Property,BR009,730
LN001196,CUST02337,Home Loan,10809619.0,8.07,1,940671.0,2023-04-12,2024-04-11,4224922.0,10,12,60,Special Mention,Property,BR023,748
LN001197,CUST01839,Gold Loan,321047.0,12.27,1,28566.0,2020-01-02,2021-01-01,161077.0,8,12,0,Active,Gold,BR008,693
LN001198,CUST01551,Gold Loan,353420.0,9.67,1,31017.0,2020-03-10,2021-03-10,266572.0,4,12,90,NPA,Gold,BR015,713
LN001199,CUST02994,Home Loan,12313281.0,10.15,2,569033.0,2021-07-30,2023-07-30,11914958.0,1,24,60,Special Mention,Property,BR011,674
LN001200,CUST00232,Business Loan,3010261.0,11.27,5,65863.0,2021-07-22,2026-07-21,2779740.0,5,60,0,Active,None,BR007,697
LN001201,CUST02030,Home Loan,14069714.0,9.22,3,448834.0,2023-12-11,2026-12-10,10299508.0,12,36,0,Active,Property,BR009,723
LN001202,CUST02319,Education Loan,1915030.0,11.68,2,89858.0,2022-06-07,2024-06-06,845720.0,17,24,0,Active,None,BR038,678
LN001203,CUST00832,Gold Loan,298017.0,12.14,7,5283.0,2024-04-07,2031-04-06,257338.0,11,84,0,Active,Gold,BR037,669
LN001204,CUST02591,Gold Loan,481829.0,12.16,7,8546.0,2021-08-15,2028-08-13,266470.0,36,84,0,Active,Gold,BR012,783
LN001205,CUST00352,Business Loan,8970386.0,13.06,1,801445.0,2022-09-26,2023-09-26,2799260.0,11,12,30,Special Mention,None,BR033,801
LN001206,CUST01967,Gold Loan,403358.0,8.92,3,12812.0,2021-11-21,2024-11-20,134306.0,30,36,0,Active,Gold,BR046,695
LN001207,CUST01581,Personal Loan,281589.0,15.73,2,13752.0,2021-05-21,2023-05-21,117940.0,17,24,0,Active,None,BR015,707
LN001208,CUST02764,Home Loan,1117859.0,8.96,1,97738.0,2022-08-11,2023-08-11,570526.0,8,12,0,Active,Property,BR037,701
