txn_id,account_id,customer_id,txn_date,txn_month,txn_year,txn_quarter,txn_hour,txn_day_of_week,txn_type,category,amount,channel,status,is_fraud,balance_after,description,reference_no
TXN0019205,ACC002252,CUST01606,2023-07-13,2023-07,2023,Q3,2,Thursday,Debit,Utility Bills,549.42,Branch,Pending,0,1597985.27,Utility Bills via Branch,REF323045930
TXN0019206,ACC003711,CUST02633,2022-12-01,2022-12,2022,Q4,23,Thursday,Credit,Refund,44747.94,Branch,Success,0,195480.54,Refund via Branch,REF491815512
TXN0019207,ACC003830,CUST02715,2023-06-24,2023-06,2023,Q2,18,Saturday,Debit,Education,159073.62,IMPS,Success,0,0.0,Education via IMPS,REF324190693
TXN0019208,ACC001044,CUST00726,2020-03-28,2020-03,2020,Q1,1,Saturday,Debit,Medical,59028.19,ATM,Success,0,2723326.68,Medical via ATM,REF422853656
TXN0019209,ACC003040,CUST02154,2022-06-06,2022-06,2022,Q2,4,Monday,Debit,Travel,93165.86,ATM,Success,0,0.0,Travel via ATM,REF148671557
TXN0019210,ACC001509,CUST01073,2023-12-16,2023-12,2023,Q4,15,Saturday,Credit,Salary Credit,329657.22,Mobile Banking,Success,0,9258153.57,Salary Credit via Mobile Banking,REF316862625
TXN0019211,ACC000939,CUST00651,2021-09-01,2021-09,2021,Q3,1,Wednesday,Debit,Insurance Premium,38512.39,Branch,Success,0,197927.92,Insurance Premium via Branch,REF723743964
TXN0019212,ACC003985,CUST02820,2020-02-29,2020-02,2020,Q1,20,Saturday,Debit,Cash Withdrawal,12832.52,Branch,Success,0,7588022.14,Cash Withdrawal via Branch,REF745171994
TXN0019213,ACC000039,CUST00031,2022-04-25,2022-04,2022,Q2,16,Monday,Debit,Insurance Premium,29127.05,NEFT,Success,0,179473.54,Insurance Premium via NEFT,REF443308978
TXN0019214,ACC001439,CUST01023,2023-04-08,2023-04,2023,Q2,20,Saturday,Debit,Travel,66264.44,NEFT,Success,0,3517103.14,Travel via NEFT,REF979941608
TXN0019215,ACC003384,CUST02395,2020-08-20,2020-08,2020,Q3,20,Thursday,Debit,Cash Withdrawal,13839.5,NEFT,Success,0,4645976.64,Cash Withdrawal via NEFT,REF289799944
TXN0019216,ACC003772,CUST02675,2021-12-04,2021-12,2021,Q4,21,Saturday,Debit,EMI Debit,149435.3,Net Banking,Success,0,2809130.46,EMI Debit via Net Banking,REF845112608
TXN0019217,ACC004170,CUST02946,2024-08-05,2024-08,2024,Q3,23,Monday,Debit,Government Services,6946.7,Mobile Banking,Success,0,131457.71,Government Services via Mobile Banking,REF117903148
TXN0019218,ACC003179,CUST02253,2023-07-09,2023-07,2023,Q3,18,Sunday,Debit,Entertainment,1810.55,NEFT,Success,0,820777.86,Entertainment via NEFT,REF922923956
TXN0019219,ACC002317,CUST01648,2022-10-07,2022-10,2022,Q4,7,Friday,Credit,Dividend,68813.69,NEFT,Success,0,5020340.49,Dividend via NEFT,REF767166678
TXN0019220,ACC003131,CUST02221,2021-05-08,2021-05,2021,Q2,9,Saturday,Credit,Interest Credit,44881.81,Net Banking,Success,0,146806.99,Interest Credit via Net Banking,REF990905830
TXN0019221,ACC001163,CUST00816,2021-08-28,2021-08,2021,Q3,14,Saturday,Debit,Travel,94561.11,Branch,Success,0,1622748.6,Travel via Branch,REF735931015
TXN0019222,ACC001983,CUST01413,2023-12-29,2023-12,2023,Q4,7,Friday,Credit,Interest Credit,11439.79,Mobile Banking,Success,0,3105300.66,Interest Credit via Mobile Banking,REF115615253
TXN0019223,ACC002201,CUST01569,2023-09-13,2023-09,2023,Q3,20,Wednesday,Debit,EMI Debit,10644.99,ATM,Success,0,7534593.62,EMI Debit via ATM,REF923657861
TXN0019224,ACC001213,CUST00852,2022-08-25,2022-08,2022,Q3,19,Thursday,Debit,Tax Payment,137120.07,Net Banking,Success,0,4316866.81,Tax Payment via Net Banking,REF289643787
TXN0019225,ACC002676,CUST01897,2020-10-08,2020-10,2020,Q4,4,Thursday,Debit,Rent,6736.71,ATM,Success,0,4075987.62,Rent via ATM,REF427945873
TXN0019226,ACC003322,CUST02352,2021-09-16,2021-09,2021,Q3,15,Thursday,Credit,Salary Credit,430368.5,IMPS,Success,0,591676.23,Salary Credit via IMPS,REF477891697
TXN0019227,ACC002694,CUST01913,2024-07-03,2024-07,2024,Q3,16,Wednesday,Credit,Cash Deposit,119008.77,ATM,Success,0,3135237.96,Cash Deposit via ATM,REF645383810
TXN0019228,ACC004188,CUST02957,2021-11-30,2021-11,2021,Q4,6,Tuesday,Debit,Utility Bills,5259.04,NEFT,Success,0,239236.46,Utility Bills via NEFT,REF897870324
TXN0019229,ACC003219,CUST02280,2024-04-20,2024-04,2024,Q2,11,Saturday,Credit,Salary Credit,346637.33,ATM,Success,0,784438.59,Salary Credit via ATM,REF532380881
TXN0019230,ACC000035,CUST00027,2020-02-10,2020-02,2020,Q1,22,Monday,Debit,Rent,48877.71,Mobile Banking,Success,0,4464253.82,Rent via Mobile Banking,REF186579406
TXN0019231,ACC004174,CUST02949,2022-03-09,2022-03,2022,Q1,21,Wednesday,Credit,Interest Credit,15181.13,ATM,Success,0,3402227.54,Interest Credit via ATM,REF309374866
TXN0019232,ACC003597,CUST02553,2022-04-21,2022-04,2022,Q2,17,Thursday,Debit,Cash Withdrawal,47470.18,IMPS,Success,0,47379.62,Cash Withdrawal via IMPS,REF528524558
TXN0019233,ACC001001,CUST00695,2021-03-22,2021-03,2021,Q1,10,Monday,Debit,Investment,14051.17,RTGS,Success,0,397284.34,Investment via RTGS,REF224068622
TXN0019234,ACC003549,CUST02520,2023-05-14,2023-05,2023,Q2,2,Sunday,Debit,Entertainment,1363.11,RTGS,Success,0,104294.01,Entertainment via RTGS,REF687068280
TXN0019235,ACC000649,CUST00456,2020-05-21,2020-05,2020,Q2,16,Thursday,Debit,Medical,118260.71,UPI,Success,0,2789351.04,Medical via UPI,REF493669353
TXN0019236,ACC000124,CUST00087,2022-10-23,2022-10,2022,Q4,14,Sunday,Debit,Entertainment,4268.71,Net Banking,Success,0,160098.07,Entertainment via Net Banking,REF386600892
TXN0019237,ACC004088,CUST02890,2021-03-09,2021-03,2021,Q1,5,Tuesday,Debit,Tax Payment,135008.87,Branch,Success,0,4677929.44,Tax Payment via Branch,REF120283223
TXN0019238,ACC001635,CUST01165,2020-12-05,2020-12,2020,Q4,10,Saturday,Debit,Shopping,1734.55,Branch,Success,0,113147.74,Shopping via Branch,REF988808116
TXN0019239,ACC000877,CUST00610,2022-06-02,2022-06,2022,Q2,1,Thursday,Debit,Tax Payment,307770.51,UPI,Pending,0,1438437.87,Tax Payment via UPI,REF660831013
TXN0019240,ACC002705,CUST01918,2022-07-01,2022-07,2022,Q3,18,Friday,Debit,Medical,1923.62,UPI,Success,0,4974153.0,Medical via UPI,REF163451760
TXN0019241,ACC000194,CUST00138,2020-02-15,2020-02,2020,Q1,5,Saturday,Debit,Government Services,115.44,NEFT,Failed,0,192668.28,Government Services via NEFT,REF207158122
TXN0019242,ACC003031,CUST02148,2023-08-28,2023-08,2023,Q3,14,Monday,Debit,Investment,76839.01,Branch,Success,0,346375.15,Investment via Branch,REF286679404
TXN0019243,ACC000268,CUST00191,2020-11-08,2020-11,2020,Q4,5,Sunday,Debit,Shopping,13748.93,NEFT,Success,0,51637.58,Shopping via NEFT,REF519226646
TXN0019244,ACC002221,CUST01583,2022-02-25,2022-02,2022,Q1,19,Friday,Debit,Food & Dining,632.28,Mobile Banking,Success,0,430572.96,Food & Dining via Mobile Banking,REF910742212
TXN0019245,ACC001156,CUST00812,2022-08-26,2022-08,2022,Q3,16,Friday,Debit,Tax Payment,195021.51,ATM,Success,0,1972148.32,Tax Payment via ATM,REF964673198
TXN0019246,ACC001085,CUST00759,2021-11-11,2021-11,2021,Q4,14,Thursday,Debit,Tax Payment,252698.98,UPI,Success,0,144630.04,Tax Payment via UPI,REF520792343
TXN0019247,ACC000857,CUST00597,2020-02-04,2020-02,2020,Q1,6,Tuesday,Debit,Cash Withdrawal,20961.6,Branch,Success,0,7764.19,Cash Withdrawal via Branch,REF186395781
TXN0019248,ACC003537,CUST02511,2021-02-04,2021-02,2021,Q1,11,Thursday,Debit,Travel,29000.62,IMPS,Success,0,4035032.31,Travel via IMPS,REF653709384
TXN0019249,ACC001536,CUST01095,2023-04-13,2023-04,2023,Q2,0,Thursday,Debit,Insurance Premium,27134.13,ATM,Success,0,144184.12,Insurance Premium via ATM,REF125187696
TXN0019250,ACC002101,CUST01495,2023-08-09,2023-08,2023,Q3,14,Wednesday,Credit,Interest Credit,37026.22,ATM,Success,0,359112.25,Interest Credit via ATM,REF384729238
TXN0019251,ACC003069,CUST02174,2021-03-06,2021-03,2021,Q1,22,Saturday,Debit,Cash Withdrawal,39150.43,UPI,Success,0,8931025.33,Cash Withdrawal via UPI,REF145902811
TXN0019252,ACC001589,CUST01133,2021-10-17,2021-10,2021,Q4,4,Sunday,Debit,Government Services,2023.21,ATM,Success,0,5465493.2,Government Services via ATM,REF709406260
TXN0019253,ACC000080,CUST00059,2020-03-03,2020-03,2020,Q1,10,Tuesday,Debit,Entertainment,2982.74,NEFT,Success,0,83337.06,Entertainment via NEFT,REF573697927
TXN0019254,ACC002098,CUST01492,2024-06-06,2024-06,2024,Q2,21,Thursday,Debit,Utility Bills,1143.29,IMPS,Success,0,8794785.47,Utility Bills via IMPS,REF573242001
TXN0019255,ACC004233,CUST02986,2024-10-20,2024-10,2024,Q4,18,Sunday,Debit,Medical,67968.57,IMPS,Success,0,97325.63,Medical via IMPS,REF675666589
TXN0019256,ACC003024,CUST02143,2020-04-01,2020-04,2020,Q2,22,Wednesday,Debit,Government Services,7672.91,IMPS,Success,0,52686.68,Government Services via IMPS,REF905880962
TXN0019257,ACC002272,CUST01618,2022-11-04,2022-11,2022,Q4,12,Friday,Credit,Refund,2273.54,NEFT,Success,0,71297.53,Refund via NEFT,REF641561537
TXN0019258,ACC002479,CUST01761,2020-07-12,2020-07,2020,Q3,1,Sunday,Debit,Shopping,23980.87,Branch,Failed,0,472415.3,Shopping via Branch,REF692004511
TXN0019259,ACC000617,CUST00432,2021-02-18,2021-02,2021,Q1,3,Thursday,Debit,Rent,73866.42,UPI,Success,0,0.0,Rent via UPI,REF147872598
TXN0019260,ACC003770,CUST02673,2023-10-26,2023-10,2023,Q4,20,Thursday,Credit,Interest Credit,49572.85,ATM,Failed,0,2643578.78,Interest Credit via ATM,REF900279277
TXN0019261,ACC000419,CUST00295,2023-11-27,2023-11,2023,Q4,5,Monday,Credit,Salary Credit,458724.72,Mobile Banking,Success,0,570310.91,Salary Credit via Mobile Banking,REF227946847
TXN0019262,ACC001848,CUST01313,2024-02-23,2024-02,2024,Q1,5,Friday,Debit,Shopping,26745.51,RTGS,Failed,0,397803.22,Shopping via RTGS,REF908167699
TXN0019263,ACC002310,CUST01644,2020-05-05,2020-05,2020,Q2,21,Tuesday,Debit,Insurance Premium,6514.89,UPI,Success,0,213542.16,Insurance Premium via UPI,REF403502117
TXN0019264,ACC003093,CUST02192,2022-09-09,2022-09,2022,Q3,13,Friday,Debit,Food & Dining,4702.5,RTGS,Success,0,236099.41,Food & Dining via RTGS,REF775844851
TXN0019265,ACC000656,CUST00461,2021-08-11,2021-08,2021,Q3,13,Wednesday,Debit,Education,182575.99,ATM,Success,0,9099497.87,Education via ATM,REF706574740
TXN0019266,ACC000519,CUST00362,2023-05-08,2023-05,2023,Q2,10,Monday,Debit,Investment,343900.49,NEFT,Success,0,3526200.45,Investment via NEFT,REF330778122
TXN0019267,ACC002900,CUST02053,2020-06-25,2020-06,2020,Q2,4,Thursday,Debit,Investment,157732.06,IMPS,Success,0,0.0,Investment via IMPS,REF170724609
TXN0019268,ACC002337,CUST01658,2022-11-27,2022-11,2022,Q4,16,Sunday,Debit,Government Services,4324.44,Mobile Banking,Success,0,2609484.19,Government Services via Mobile Banking,REF376883568
TXN0019269,ACC003945,CUST02799,2024-04-27,2024-04,2024,Q2,20,Saturday,Debit,EMI Debit,129516.43,UPI,Success,0,0.0,EMI Debit via UPI,REF125159652
TXN0019270,ACC003830,CUST02715,2021-10-24,2021-10,2021,Q4,7,Sunday,Debit,Travel,44985.26,IMPS,Success,0,0.0,Travel via IMPS,REF299811961
TXN0019271,ACC004153,CUST02932,2023-09-02,2023-09,2023,Q3,13,Saturday,Debit,Tax Payment,431045.71,Net Banking,Success,0,505136.41,Tax Payment via Net Banking,REF322082596
TXN0019272,ACC001547,CUST01104,2020-07-21,2020-07,2020,Q3,17,Tuesday,Debit,Shopping,7424.82,ATM,Success,0,147135.03,Shopping via ATM,REF247838373
TXN0019273,ACC001752,CUST01245,2020-01-12,2020-01,2020,Q1,23,Sunday,Credit,Cash Deposit,153059.97,IMPS,Success,0,1829094.99,Cash Deposit via IMPS,REF264436738
TXN0019274,ACC001668,CUST01185,2023-09-09,2023-09,2023,Q3,6,Saturday,Credit,Salary Credit,349257.09,Mobile Banking,Success,0,12556168.5,Salary Credit via Mobile Banking,REF957314105
TXN0019275,ACC002405,CUST01706,2023-11-10,2023-11,2023,Q4,2,Friday,Debit,Insurance Premium,33180.53,ATM,Success,0,8686747.17,Insurance Premium via ATM,REF187107122
TXN0019276,ACC001479,CUST01049,2020-02-03,2020-02,2020,Q1,20,Monday,Debit,Government Services,4812.18,Branch,Success,0,339503.54,Government Services via Branch,REF152827987
TXN0019277,ACC000600,CUST00421,2020-02-17,2020-02,2020,Q1,21,Monday,Debit,Investment,16000.54,IMPS,Success,0,415633.98,Investment via IMPS,REF375580267
TXN0019278,ACC003483,CUST02471,2020-02-24,2020-02,2020,Q1,1,Monday,Debit,Rent,91536.74,Net Banking,Success,0,81916.19,Rent via Net Banking,REF539066221
TXN0019279,ACC003270,CUST02313,2023-04-29,2023-04,2023,Q2,0,Saturday,Debit,Rent,74869.92,RTGS,Success,0,181692.97,Rent via RTGS,REF990324860
TXN0019280,ACC002918,CUST02064,2023-01-30,2023-01,2023,Q1,0,Monday,Debit,Fund Transfer,101485.75,UPI,Success,0,32979.43,Fund Transfer via UPI,REF751646560
TXN0019281,ACC001433,CUST01018,2022-02-10,2022-02,2022,Q1,23,Thursday,Debit,Utility Bills,923.11,Mobile Banking,Success,0,769511.88,Utility Bills via Mobile Banking,REF490197610
TXN0019282,ACC001732,CUST01232,2020-05-23,2020-05,2020,Q2,1,Saturday,Debit,Rent,72051.99,IMPS,Success,0,1120129.89,Rent via IMPS,REF904807338
TXN0019283,ACC000759,CUST00533,2022-03-21,2022-03,2022,Q1,9,Monday,Credit,Cash Deposit,78075.74,RTGS,Success,0,469873.96,Cash Deposit via RTGS,REF466895454
TXN0019284,ACC000298,CUST00216,2023-05-28,2023-05,2023,Q2,15,Sunday,Debit,Education,89035.7,ATM,Success,0,6095290.45,Education via ATM,REF216073621
TXN0019285,ACC000426,CUST00299,2022-06-18,2022-06,2022,Q2,10,Saturday,Debit,Tax Payment,125790.83,ATM,Success,0,3149565.35,Tax Payment via ATM,REF628625522
TXN0019286,ACC002352,CUST01670,2020-04-10,2020-04,2020,Q2,17,Friday,Debit,Tax Payment,396890.36,Mobile Banking,Success,0,1987843.79,Tax Payment via Mobile Banking,REF304666294
TXN0019287,ACC001470,CUST01044,2022-04-09,2022-04,2022,Q2,21,Saturday,Debit,Government Services,1187.47,Net Banking,Success,0,10854.76,Government Services via Net Banking,REF424084652
TXN0019288,ACC001213,CUST00852,2020-10-23,2020-10,2020,Q4,8,Friday,Debit,Government Services,1877.81,RTGS,Success,0,4451935.67,Government Services via RTGS,REF550923390
TXN0019289,ACC002832,CUST02009,2021-04-30,2021-04,2021,Q2,9,Friday,Debit,Education,101103.17,IMPS,Success,0,110902.02,Education via IMPS,REF760572552
TXN0019290,ACC001901,CUST01352,2021-08-04,2021-08,2021,Q3,0,Wednesday,Credit,Salary Credit,425837.05,NEFT,Success,0,433243.74,Salary Credit via NEFT,REF970180041
TXN0019291,ACC002440,CUST01731,2021-04-18,2021-04,2021,Q2,5,Sunday,Credit,Refund,23414.13,RTGS,Success,0,426643.08,Refund via RTGS,REF753372125
TXN0019292,ACC000289,CUST00208,2021-01-08,2021-01,2021,Q1,23,Friday,Debit,Government Services,7546.28,RTGS,Success,0,3650498.25,Government Services via RTGS,REF790298284
TXN0019293,ACC002106,CUST01499,2022-07-03,2022-07,2022,Q3,0,Sunday,Debit,Cash Withdrawal,22695.37,RTGS,Failed,0,44347.36,Cash Withdrawal via RTGS,REF330198294
TXN0019294,ACC001869,CUST01328,2023-07-23,2023-07,2023,Q3,0,Sunday,Debit,EMI Debit,55672.03,ATM,Success,0,14666667.34,EMI Debit via ATM,REF554125416
TXN0019295,ACC001869,CUST01328,2021-06-08,2021-06,2021,Q2,0,Tuesday,Debit,EMI Debit,139509.37,IMPS,Success,0,14581783.19,EMI Debit via IMPS,REF422772773
TXN0019296,ACC002534,CUST01798,2021-12-04,2021-12,2021,Q4,12,Saturday,Debit,Education,42350.85,Net Banking,Success,0,6207205.79,Education via Net Banking,REF446171040
TXN0019297,ACC003477,CUST02466,2021-01-26,2021-01,2021,Q1,9,Tuesday,Debit,Rent,37429.55,Branch,Success,0,4173066.17,Rent via Branch,REF364114410
TXN0019298,ACC000269,CUST00192,2022-12-20,2022-12,2022,Q4,0,Tuesday,Debit,Travel,49076.92,NEFT,Success,0,24544.95,Travel via NEFT,REF322189596
TXN0019299,ACC000529,CUST00370,2024-08-24,2024-08,2024,Q3,14,Saturday,Debit,Entertainment,3408.49,NEFT,Success,0,1236384.86,Entertainment via NEFT,REF965689220
TXN0019300,ACC003228,CUST02285,2022-07-20,2022-07,2022,Q3,11,Wednesday,Debit,Insurance Premium,39045.59,NEFT,Success,0,207867.05,Insurance Premium via NEFT,REF509879757
TXN0019301,ACC001979,CUST01411,2021-06-30,2021-06,2021,Q2,1,Wednesday,Debit,Shopping,36998.16,Net Banking,Success,0,221059.55,Shopping via Net Banking,REF898998888
TXN0019302,ACC002011,CUST01431,2023-04-09,2023-04,2023,Q2,2,Sunday,Debit,Government Services,3728.52,IMPS,Success,0,9382109.19,Government Services via IMPS,REF886729259
TXN0019303,ACC002864,CUST02028,2023-01-23,2023-01,2023,Q1,8,Monday,Debit,Medical,47583.9,IMPS,Success,0,2557867.77,Medical via IMPS,REF710808491
TXN0019304,ACC002028,CUST01444,2020-09-11,2020-09,2020,Q3,13,Friday,Debit,Cash Withdrawal,772.22,Mobile Banking,Success,0,251477.22,Cash Withdrawal via Mobile Banking,REF264260993
TXN0019305,ACC003939,CUST02796,2023-07-25,2023-07,2023,Q3,11,Tuesday,Debit,Tax Payment,350503.99,ATM,Pending,0,967829.86,Tax Payment via ATM,REF234947918
TXN0019306,ACC001249,CUST00881,2020-12-09,2020-12,2020,Q4,20,Wednesday,Credit,Interest Credit,33005.14,RTGS,Success,0,329444.37,Interest Credit via RTGS,REF543526739
TXN0019307,ACC001945,CUST01385,2020-10-14,2020-10,2020,Q4,4,Wednesday,Debit,EMI Debit,46563.98,IMPS,Success,0,134247.27,EMI Debit via IMPS,REF829904971
TXN0019308,ACC003689,CUST02615,2023-12-06,2023-12,2023,Q4,16,Wednesday,Debit,Food & Dining,3400.29,Mobile Banking,Success,0,190856.13,Food & Dining via Mobile Banking,REF544182933
TXN0019309,ACC000030,CUST00022,2023-07-26,2023-07,2023,Q3,5,Wednesday,Debit,Cash Withdrawal,31734.74,Branch,Failed,0,280156.5,Cash Withdrawal via Branch,REF602656082
TXN0019310,ACC001826,CUST01297,2023-05-04,2023-05,2023,Q2,4,Thursday,Debit,Cash Withdrawal,24344.92,Mobile Banking,Pending,0,1304725.28,Cash Withdrawal via Mobile Banking,REF807212875
TXN0019311,ACC000022,CUST00016,2021-02-19,2021-02,2021,Q1,19,Friday,Debit,Government Services,9528.17,IMPS,Success,0,7101991.1,Government Services via IMPS,REF494512470
TXN0019312,ACC003165,CUST02243,2020-07-06,2020-07,2020,Q3,8,Monday,Credit,Dividend,72305.32,RTGS,Success,0,5021690.05,Dividend via RTGS,REF841079257
TXN0019313,ACC002654,CUST01882,2022-03-25,2022-03,2022,Q1,15,Friday,Debit,Travel,29137.75,RTGS,Success,0,3945360.17,Travel via RTGS,REF934502962
TXN0019314,ACC001990,CUST01419,2024-07-14,2024-07,2024,Q3,15,Sunday,Credit,Refund,23827.16,Mobile Banking,Failed,0,41739.61,Refund via Mobile Banking,REF697339690
TXN0019315,ACC002956,CUST02089,2020-05-28,2020-05,2020,Q2,20,Thursday,Debit,Medical,109696.09,RTGS,Success,0,24953.16,Medical via RTGS,REF129989786
TXN0019316,ACC003380,CUST02392,2024-07-15,2024-07,2024,Q3,12,Monday,Debit,EMI Debit,147645.96,IMPS,Failed,0,70616.37,EMI Debit via IMPS,REF464807896
TXN0019317,ACC004052,CUST02865,2024-04-30,2024-04,2024,Q2,0,Tuesday,Debit,Fund Transfer,231949.67,Branch,Success,0,0.0,Fund Transfer via Branch,REF977440692
TXN0019318,ACC003348,CUST02371,2023-08-10,2023-08,2023,Q3,22,Thursday,Credit,Salary Credit,226503.28,Branch,Success,0,8286910.38,Salary Credit via Branch,REF356340999
TXN0019319,ACC003963,CUST02808,2020-05-27,2020-05,2020,Q2,1,Wednesday,Credit,Interest Credit,30479.05,Net Banking,Success,0,215256.12,Interest Credit via Net Banking,REF161174768
TXN0019320,ACC000011,CUST00008,2021-12-18,2021-12,2021,Q4,13,Saturday,Credit,Cash Deposit,148053.49,ATM,Failed,0,3696342.43,Cash Deposit via ATM,REF384015584
TXN0019321,ACC001247,CUST00881,2021-02-24,2021-02,2021,Q1,2,Wednesday,Debit,Insurance Premium,36055.03,Net Banking,Success,0,2952215.64,Insurance Premium via Net Banking,REF926201876
TXN0019322,ACC002998,CUST02123,2022-03-08,2022-03,2022,Q1,4,Tuesday,Credit,Cash Deposit,43671.19,NEFT,Success,0,329389.82,Cash Deposit via NEFT,REF184447128
TXN0019323,ACC000147,CUST00104,2020-11-15,2020-11,2020,Q4,23,Sunday,Debit,Tax Payment,20206.49,ATM,Success,0,9366050.38,Tax Payment via ATM,REF981193620
TXN0019324,ACC001402,CUST00992,2021-10-14,2021-10,2021,Q4,8,Thursday,Debit,Travel,15982.23,Branch,Success,0,121251.72,Travel via Branch,REF630678211
TXN0019325,ACC002695,CUST01913,2021-10-27,2021-10,2021,Q4,5,Wednesday,Debit,EMI Debit,119067.71,NEFT,Failed,0,7895790.69,EMI Debit via NEFT,REF569926741
TXN0019326,ACC000298,CUST00216,2024-09-13,2024-09,2024,Q3,3,Friday,Debit,Medical,119903.46,Net Banking,Success,0,6063143.14,Medical via Net Banking,REF315413565
TXN0019327,ACC003619,CUST02567,2023-05-12,2023-05,2023,Q2,16,Friday,Debit,Fund Transfer,591713.37,UPI,Success,0,0.0,Fund Transfer via UPI,REF682260991
TXN0019328,ACC003976,CUST02815,2022-08-25,2022-08,2022,Q3,8,Thursday,Credit,Refund,39777.26,ATM,Success,0,3882008.72,Refund via ATM,REF948466108
TXN0019329,ACC002236,CUST01595,2024-08-23,2024-08,2024,Q3,19,Friday,Debit,Shopping,29736.68,UPI,Success,0,324672.75,Shopping via UPI,REF165806311
TXN0019330,ACC001220,CUST00859,2024-01-14,2024-01,2024,Q1,13,Sunday,Debit,Medical,178464.64,IMPS,Success,0,0.0,Medical via IMPS,REF222419361
TXN0019331,ACC000156,CUST00111,2023-10-16,2023-10,2023,Q4,18,Monday,Credit,Interest Credit,4214.69,UPI,Success,0,3957101.82,Interest Credit via UPI,REF937055940
TXN0019332,ACC003405,CUST02411,2023-01-10,2023-01,2023,Q1,0,Tuesday,Credit,Interest Credit,31119.3,Net Banking,Success,0,169299.68,Interest Credit via Net Banking,REF766953190
TXN0019333,ACC003525,CUST02501,2022-01-12,2022-01,2022,Q1,7,Wednesday,Debit,Government Services,1090.39,UPI,Success,0,355427.1,Government Services via UPI,REF220547130
TXN0019334,ACC000294,CUST00213,2022-02-24,2022-02,2022,Q1,4,Thursday,Credit,Dividend,21834.44,Net Banking,Pending,0,291933.03,Dividend via Net Banking,REF582589687
TXN0019335,ACC003691,CUST02617,2024-04-01,2024-04,2024,Q2,1,Monday,Debit,Entertainment,287.39,IMPS,Success,0,146560.35,Entertainment via IMPS,REF939908615
TXN0019336,ACC003195,CUST02263,2022-09-03,2022-09,2022,Q3,14,Saturday,Credit,Refund,12683.65,UPI,Success,0,125799.31,Refund via UPI,REF192316783
TXN0019337,ACC003972,CUST02813,2020-07-26,2020-07,2020,Q3,10,Sunday,Debit,Government Services,6409.74,Branch,Success,0,3699703.75,Government Services via Branch,REF256107719
TXN0019338,ACC002579,CUST01827,2023-07-19,2023-07,2023,Q3,21,Wednesday,Debit,Food & Dining,2909.17,ATM,Success,0,89737.73,Food & Dining via ATM,REF419272307
TXN0019339,ACC002690,CUST01909,2022-12-03,2022-12,2022,Q4,17,Saturday,Credit,Refund,17534.81,IMPS,Success,0,357195.38,Refund via IMPS,REF834579383
TXN0019340,ACC001809,CUST01286,2020-04-24,2020-04,2020,Q2,6,Friday,Debit,Rent,89849.49,Mobile Banking,Pending,0,241096.01,Rent via Mobile Banking,REF121021452
TXN0019341,ACC000652,CUST00458,2020-07-14,2020-07,2020,Q3,7,Tuesday,Debit,Medical,66106.21,UPI,Pending,0,509793.89,Medical via UPI,REF124409222
TXN0019342,ACC002046,CUST01455,2021-09-30,2021-09,2021,Q3,21,Thursday,Debit,Utility Bills,9176.59,UPI,Success,0,146333.07,Utility Bills via UPI,REF669408333
TXN0019343,ACC001118,CUST00786,2021-10-10,2021-10,2021,Q4,7,Sunday,Debit,Entertainment,4719.93,Branch,Success,0,57514.08,Entertainment via Branch,REF337581459
TXN0019344,ACC002315,CUST01647,2022-12-25,2022-12,2022,Q4,15,Sunday,Debit,Shopping,30608.99,Branch,Success,0,155521.46,Shopping via Branch,REF159641563
TXN0019345,ACC000865,CUST00602,2022-12-31,2022-12,2022,Q4,21,Saturday,Credit,Dividend,19454.17,Branch,Success,0,31411.67,Dividend via Branch,REF918037743
TXN0019346,ACC003765,CUST02669,2023-06-29,2023-06,2023,Q2,23,Thursday,Debit,Rent,26576.68,RTGS,Success,0,3928402.54,Rent via RTGS,REF610605170
TXN0019347,ACC003181,CUST02255,2024-11-03,2024-11,2024,Q4,7,Sunday,Debit,Tax Payment,84958.52,RTGS,Success,0,217121.81,Tax Payment via RTGS,REF583712198
TXN0019348,ACC000081,CUST00059,2023-08-04,2023-08,2023,Q3,12,Friday,Credit,Cash Deposit,119140.87,Mobile Banking,Success,0,3791383.35,Cash Deposit via Mobile Banking,REF329476790
TXN0019349,ACC000954,CUST00662,2024-09-08,2024-09,2024,Q3,21,Sunday,Debit,Travel,99741.57,Mobile Banking,Success,0,192606.62,Travel via Mobile Banking,REF107446397
TXN0019350,ACC002981,CUST02110,2020-06-06,2020-06,2020,Q2,15,Saturday,Debit,Medical,60989.45,UPI,Success,0,213211.44,Medical via UPI,REF543846215
TXN0019351,ACC003838,CUST02720,2022-11-16,2022-11,2022,Q4,1,Wednesday,Credit,Cash Deposit,143799.89,ATM,Success,0,15026865.54,Cash Deposit via ATM,REF749596941
TXN0019352,ACC000458,CUST00321,2024-05-29,2024-05,2024,Q2,21,Wednesday,Debit,Investment,147244.07,Branch,Success,0,93872.74,Investment via Branch,REF200061026
TXN0019353,ACC002181,CUST01555,2024-09-12,2024-09,2024,Q3,1,Thursday,Debit,EMI Debit,67887.14,RTGS,Success,0,2980038.45,EMI Debit via RTGS,REF705659867
TXN0019354,ACC000081,CUST00059,2020-01-27,2020-01,2020,Q1,10,Monday,Debit,Government Services,6564.63,UPI,Success,0,3666212.62,Government Services via UPI,REF303337663
