ticket_id,customer_id,category,priority,status,created_date,resolved_date,resolution_hours,channel,satisfaction_score,agent_id
TKT002181,CUST01792,Card Issue,Medium,Resolved,2024-04-29,2024-05-03,98.0,Phone,3.0,AGT033
TKT002182,CUST00906,Interest Query,Critical,Resolved,2022-01-09,2022-01-10,41.0,Chat,3.0,AGT033
TKT002183,CUST00884,Card Issue,Low,Resolved,2024-08-14,2024-08-14,11.0,App,3.0,AGT015
TKT002184,CUST02616,General Query,Low,Open,2023-02-23,,,Email,,AGT048
TKT002185,CUST00998,Card Issue,Low,Resolved,2023-09-01,2023-09-06,125.0,Phone,3.0,AGT016
TKT002186,CUST00423,KYC Update,High,Resolved,2020-10-22,2020-10-28,155.0,Branch,3.0,AGT018
TKT002187,CUST02855,KYC Update,Low,Resolved,2021-07-31,2021-08-02,37.0,Chat,2.0,AGT006
TKT002188,CUST01096,Net Banking Issue,Medium,In Progress,2020-07-02,,,Chat,,AGT039
TKT002189,CUST00709,ATM Issue,Medium,Resolved,2023-11-26,2023-11-29,75.0,Phone,5.0,AGT021
TKT002190,CUST01630,General Query,Critical,Resolved,2024-06-09,2024-06-09,13.0,Branch,3.0,AGT011
TKT002191,CUST02463,Fraud Report,Critical,Resolved,2024-08-29,2024-08-30,24.0,Chat,3.0,AGT025
TKT002192,CUST01188,General Query,Medium,Resolved,2021-10-13,2021-10-14,20.0,Chat,4.0,AGT007
TKT002193,CUST01038,Card Issue,Critical,Resolved,2020-04-17,2020-04-18,26.0,Chat,4.0,AGT039
TKT002194,CUST01935,Card Issue,Low,Open,2023-09-22,,,App,,AGT038
TKT002195,CUST01370,Card Issue,Low,Resolved,2021-02-04,2021-02-09,108.0,Chat,2.0,AGT017
TKT002196,CUST01564,Transaction Dispute,Low,Resolved,2020-08-27,2020-08-31,107.0,App,4.0,AGT038
TKT002197,CUST00551,Account Opening,Medium,Resolved,2023-12-31,2024-01-06,153.0,App,3.0,AGT042
TKT002198,CUST01660,Interest Query,Low,Resolved,2021-02-20,2021-02-25,111.0,App,5.0,AGT007
TKT002199,CUST01270,Transaction Dispute,Medium,Resolved,2020-02-14,2020-02-19,132.0,App,2.0,AGT036
TKT002200,CUST02176,KYC Update,High,In Progress,2020-09-15,,,App,,AGT024
TKT002201,CUST01292,Fraud Report,Critical,Resolved,2023-03-12,2023-03-15,54.0,Email,1.0,AGT033
TKT002202,CUST00636,Card Issue,Medium,Resolved,2023-05-31,2023-06-06,149.0,Email,3.0,AGT016
TKT002203,CUST00923,Net Banking Issue,Low,Open,2023-02-01,,,Email,,AGT037
TKT002204,CUST02895,Loan Query,Medium,Open,2024-02-14,,,Branch,,AGT002
TKT002205,CUST01506,Fraud Report,Critical,Resolved,2024-01-04,2024-01-05,26.0,Branch,4.0,AGT031
TKT002206,CUST00062,Account Opening,Medium,Resolved,2023-05-20,2023-05-23,68.0,App,5.0,AGT012
TKT002207,CUST02905,General Query,Low,Resolved,2021-05-18,2021-05-20,45.0,Chat,5.0,AGT016
TKT002208,CUST01893,Transaction Dispute,Low,Resolved,2024-06-07,2024-06-11,97.0,Chat,2.0,AGT035
TKT002209,CUST00159,Account Opening,Medium,Resolved,2024-05-26,2024-05-29,52.0,Email,2.0,AGT014
TKT002210,CUST00572,Loan Query,Medium,Resolved,2024-09-07,2024-09-13,155.0,Email,3.0,AGT036
TKT002211,CUST02970,KYC Update,Medium,Resolved,2023-06-01,2023-06-06,123.0,Phone,1.0,AGT025
TKT002212,CUST01817,Transaction Dispute,Medium,Resolved,2023-11-07,2023-11-10,70.0,Chat,1.0,AGT009
TKT002213,CUST00463,General Query,High,Resolved,2020-09-29,2020-09-29,8.0,App,3.0,AGT022
TKT002214,CUST00686,Net Banking Issue,Medium,Resolved,2021-12-28,2021-12-30,64.0,Phone,1.0,AGT047
TKT002215,CUST02625,Card Issue,High,Resolved,2023-04-29,2023-05-03,84.0,Chat,4.0,AGT037
TKT002216,CUST00756,Fraud Report,Critical,Resolved,2022-12-31,2023-01-03,69.0,Email,2.0,AGT039
TKT002217,CUST02862,KYC Update,Medium,Resolved,2021-03-05,2021-03-08,84.0,Branch,4.0,AGT029
TKT002218,CUST00970,Loan Query,Critical,Resolved,2024-10-06,2024-10-12,133.0,Phone,4.0,AGT036
TKT002219,CUST00590,KYC Update,Medium,Resolved,2022-05-15,2022-05-21,131.0,Chat,4.0,AGT046
TKT002220,CUST01140,General Query,Low,Resolved,2021-08-03,2021-08-10,162.0,App,3.0,AGT030
TKT002221,CUST00993,ATM Issue,Low,Open,2020-08-30,,,Chat,,AGT016
TKT002222,CUST01021,KYC Update,Medium,Resolved,2024-08-13,2024-08-15,46.0,Phone,1.0,AGT002
TKT002223,CUST02843,General Query,Low,Resolved,2023-02-03,2023-02-06,91.0,Email,3.0,AGT023
TKT002224,CUST02607,Loan Query,High,Resolved,2022-07-01,2022-07-06,139.0,Phone,3.0,AGT017
TKT002225,CUST00668,Account Opening,Medium,Resolved,2020-06-27,2020-06-28,26.0,Phone,1.0,AGT011
TKT002226,CUST00388,Interest Query,Medium,Resolved,2021-09-16,2021-09-17,9.0,Chat,2.0,AGT008
TKT002227,CUST02246,Card Issue,Medium,Resolved,2024-03-22,2024-03-23,22.0,App,4.0,AGT008
TKT002228,CUST00019,KYC Update,Low,Open,2022-05-01,,,Email,,AGT048
TKT002229,CUST02794,KYC Update,Medium,Resolved,2023-08-29,2023-08-29,6.0,Email,4.0,AGT043
TKT002230,CUST00514,Account Opening,High,Resolved,2021-08-20,2021-08-25,110.0,App,3.0,AGT027
TKT002231,CUST02664,Loan Query,Medium,Resolved,2022-08-28,2022-08-29,34.0,Email,1.0,AGT021
TKT002232,CUST00143,Card Issue,Medium,Resolved,2022-04-28,2022-05-02,91.0,Chat,4.0,AGT034
TKT002233,CUST02065,Loan Query,Medium,Resolved,2022-01-28,2022-01-29,28.0,Branch,4.0,AGT028
TKT002234,CUST01296,Interest Query,Medium,Resolved,2021-06-27,2021-07-02,128.0,Chat,2.0,AGT045
TKT002235,CUST01384,Card Issue,Medium,Resolved,2024-02-10,2024-02-13,60.0,App,3.0,AGT011
TKT002236,CUST01131,General Query,Medium,Resolved,2022-10-16,2022-10-17,18.0,Chat,5.0,AGT029
TKT002237,CUST00164,Interest Query,Low,Resolved,2022-11-12,2022-11-17,137.0,App,4.0,AGT012
TKT002238,CUST02862,KYC Update,Low,Resolved,2021-06-17,2021-06-20,64.0,Chat,5.0,AGT024
TKT002239,CUST01121,Account Opening,High,Resolved,2022-03-21,2022-03-23,39.0,Chat,5.0,AGT043
TKT002240,CUST02651,Fraud Report,Critical,Resolved,2021-05-06,2021-05-13,165.0,Phone,4.0,AGT044
TKT002241,CUST02794,Net Banking Issue,Low,Resolved,2023-09-23,2023-09-24,22.0,Phone,1.0,AGT002
TKT002242,CUST00038,KYC Update,Low,Resolved,2022-08-20,2022-08-23,63.0,Branch,3.0,AGT020
TKT002243,CUST02155,KYC Update,High,Resolved,2023-04-01,2023-04-07,152.0,Email,3.0,AGT024
TKT002244,CUST02662,Transaction Dispute,High,Resolved,2022-11-18,2022-11-21,66.0,Chat,5.0,AGT002
TKT002245,CUST00237,Net Banking Issue,Medium,Resolved,2021-05-15,2021-05-18,65.0,Chat,5.0,AGT007
TKT002246,CUST00857,Loan Query,Medium,Resolved,2020-03-23,2020-03-27,96.0,Chat,2.0,AGT006
TKT002247,CUST00145,Card Issue,Low,Resolved,2021-05-31,2021-06-03,92.0,Phone,4.0,AGT048
TKT002248,CUST02052,KYC Update,Low,Resolved,2022-07-14,2022-07-17,70.0,Email,5.0,AGT002
TKT002249,CUST01824,Fraud Report,Critical,Open,2021-03-18,,,App,,AGT043
TKT002250,CUST02440,General Query,Critical,Resolved,2023-03-19,2023-03-19,9.0,Phone,3.0,AGT026
TKT002251,CUST01750,KYC Update,High,Open,2022-05-03,,,Phone,,AGT006
TKT002252,CUST00557,Transaction Dispute,Medium,Resolved,2023-01-07,2023-01-08,16.0,Email,2.0,AGT046
TKT002253,CUST00390,Net Banking Issue,Critical,Resolved,2022-05-19,2022-05-21,32.0,App,2.0,AGT035
TKT002254,CUST01405,Loan Query,High,Resolved,2020-04-30,2020-05-05,119.0,Branch,3.0,AGT021
TKT002255,CUST01338,ATM Issue,Medium,Resolved,2022-03-15,2022-03-19,90.0,Phone,1.0,AGT021
TKT002256,CUST01050,ATM Issue,High,Resolved,2023-12-31,2024-01-03,54.0,Phone,3.0,AGT024
TKT002257,CUST02492,Loan Query,High,Resolved,2020-06-20,2020-06-26,148.0,Phone,4.0,AGT023
TKT002258,CUST00127,KYC Update,Low,Resolved,2020-03-28,2020-04-04,158.0,Email,4.0,AGT020
TKT002259,CUST00816,General Query,Low,Resolved,2023-12-14,2023-12-14,10.0,Chat,3.0,AGT037
TKT002260,CUST02892,KYC Update,Low,Resolved,2024-04-27,2024-05-01,99.0,App,1.0,AGT042
TKT002261,CUST02914,Account Opening,Low,Resolved,2022-12-07,2022-12-11,93.0,App,2.0,AGT026
TKT002262,CUST02092,Transaction Dispute,Low,Resolved,2023-11-13,2023-11-18,118.0,Chat,5.0,AGT025
TKT002263,CUST01865,Interest Query,Low,Resolved,2022-10-26,2022-10-30,104.0,Branch,4.0,AGT031
TKT002264,CUST00083,KYC Update,High,Resolved,2023-09-01,2023-09-05,89.0,App,5.0,AGT020
TKT002265,CUST01411,KYC Update,Medium,In Progress,2024-07-04,,,Email,,AGT025
TKT002266,CUST01635,Fraud Report,Critical,Resolved,2022-09-12,2022-09-15,89.0,Email,5.0,AGT034
TKT002267,CUST01225,Card Issue,Medium,Resolved,2023-11-29,2023-11-29,3.0,Email,5.0,AGT023
TKT002268,CUST00088,Card Issue,High,In Progress,2022-04-24,,,Email,,AGT042
TKT002269,CUST01127,KYC Update,Medium,Open,2023-01-06,,,Email,,AGT027
TKT002270,CUST02914,General Query,Low,Resolved,2020-05-29,2020-06-05,167.0,Phone,3.0,AGT022
TKT002271,CUST00520,KYC Update,Critical,Resolved,2023-12-30,2024-01-03,97.0,Branch,5.0,AGT036
TKT002272,CUST00633,Card Issue,Low,Resolved,2022-04-20,2022-04-24,92.0,Branch,1.0,AGT013
TKT002273,CUST00246,KYC Update,Medium,Resolved,2023-02-01,2023-02-06,131.0,Chat,3.0,AGT029
TKT002274,CUST01786,KYC Update,Medium,In Progress,2021-01-19,,,Branch,,AGT043
TKT002275,CUST02841,ATM Issue,Low,In Progress,2022-11-06,,,App,,AGT037
TKT002276,CUST02004,Interest Query,Low,Resolved,2024-03-29,2024-03-29,15.0,Email,3.0,AGT015
TKT002277,CUST01569,Account Opening,Low,Resolved,2024-05-01,2024-05-05,90.0,Email,4.0,AGT020
TKT002278,CUST01729,KYC Update,Medium,Resolved,2023-08-25,2023-08-27,66.0,Email,3.0,AGT047
TKT002279,CUST01962,ATM Issue,High,Resolved,2023-04-04,2023-04-10,137.0,Branch,5.0,AGT047
TKT002280,CUST00085,Card Issue,Medium,Resolved,2023-04-15,2023-04-20,123.0,Email,3.0,AGT005
TKT002281,CUST00045,Interest Query,Medium,Resolved,2020-11-26,2020-11-29,68.0,Chat,1.0,AGT008
TKT002282,CUST00379,Fraud Report,Critical,Resolved,2024-02-28,2024-03-04,125.0,Branch,1.0,AGT036
TKT002283,CUST02629,General Query,Low,Resolved,2023-01-18,2023-01-24,147.0,Email,3.0,AGT021
TKT002284,CUST01108,ATM Issue,Critical,Resolved,2022-08-05,2022-08-09,116.0,Branch,3.0,AGT046
TKT002285,CUST02637,Interest Query,Medium,Resolved,2023-11-28,2023-11-30,37.0,Email,2.0,AGT015
TKT002286,CUST00018,KYC Update,Low,Resolved,2022-12-25,2022-12-27,53.0,Phone,3.0,AGT048
TKT002287,CUST00205,Loan Query,High,Resolved,2023-07-06,2023-07-09,67.0,Email,1.0,AGT008
TKT002288,CUST01387,Interest Query,High,Resolved,2022-07-12,2022-07-16,84.0,Chat,4.0,AGT023
TKT002289,CUST02905,ATM Issue,Medium,Resolved,2024-05-12,2024-05-15,81.0,Email,1.0,AGT031
TKT002290,CUST01481,Account Opening,Medium,Resolved,2020-09-25,2020-09-27,50.0,Chat,3.0,AGT010
TKT002291,CUST01985,Fraud Report,Critical,Resolved,2024-07-26,2024-07-28,54.0,Email,3.0,AGT002
TKT002292,CUST01022,Net Banking Issue,Critical,Resolved,2022-01-03,2022-01-07,76.0,Phone,2.0,AGT048
TKT002293,CUST02113,Account Opening,High,Resolved,2022-10-23,2022-10-30,158.0,App,3.0,AGT041
TKT002294,CUST01706,Interest Query,Critical,Resolved,2024-09-24,2024-10-01,161.0,App,5.0,AGT003
TKT002295,CUST00978,Interest Query,Critical,Resolved,2022-10-05,2022-10-08,71.0,Email,1.0,AGT013
TKT002296,CUST02736,Account Opening,Medium,Resolved,2020-01-24,2020-01-25,32.0,Phone,5.0,AGT046
TKT002297,CUST02492,General Query,Critical,Resolved,2022-02-03,2022-02-05,44.0,Branch,4.0,AGT021
TKT002298,CUST00429,Card Issue,Medium,In Progress,2024-05-31,,,App,,AGT007
TKT002299,CUST00305,ATM Issue,Medium,Resolved,2020-12-15,2020-12-15,18.0,Branch,3.0,AGT014
TKT002300,CUST01286,Card Issue,Critical,In Progress,2022-07-12,,,Phone,,AGT047
TKT002301,CUST02948,General Query,Medium,Open,2022-11-25,,,Branch,,AGT013
TKT002302,CUST00822,General Query,Low,Resolved,2022-12-12,2022-12-16,91.0,Email,2.0,AGT020
TKT002303,CUST02890,General Query,High,Resolved,2024-02-20,2024-02-25,135.0,Phone,4.0,AGT021
TKT002304,CUST00810,KYC Update,Medium,Resolved,2020-11-05,2020-11-09,87.0,Branch,4.0,AGT049
TKT002305,CUST02756,Interest Query,Medium,Resolved,2023-02-10,2023-02-11,20.0,App,2.0,AGT011
TKT002306,CUST02972,Transaction Dispute,Medium,Resolved,2023-01-30,2023-01-30,5.0,Chat,2.0,AGT013
TKT002307,CUST00079,Loan Query,Medium,In Progress,2020-08-31,,,Branch,,AGT040
TKT002308,CUST00129,Net Banking Issue,Critical,Resolved,2024-11-05,2024-11-10,128.0,Chat,1.0,AGT027
TKT002309,CUST00389,Fraud Report,Critical,Resolved,2022-10-30,2022-11-01,31.0,Chat,5.0,AGT013
TKT002310,CUST00470,Transaction Dispute,Low,Resolved,2023-10-10,2023-10-13,68.0,App,2.0,AGT046
TKT002311,CUST01623,General Query,Medium,Resolved,2020-03-06,2020-03-10,87.0,App,3.0,AGT042
TKT002312,CUST02982,General Query,Medium,Open,2021-10-01,,,Phone,,AGT038
TKT002313,CUST00026,Account Opening,Medium,Resolved,2022-10-25,2022-10-26,15.0,Email,1.0,AGT050
TKT002314,CUST01635,Transaction Dispute,Low,Resolved,2023-11-24,2023-11-26,45.0,Chat,4.0,AGT040
TKT002315,CUST01718,Loan Query,Critical,Resolved,2024-03-24,2024-03-26,59.0,Branch,2.0,AGT036
TKT002316,CUST02270,Loan Query,Low,Resolved,2023-02-27,2023-03-04,120.0,Phone,2.0,AGT001
TKT002317,CUST01538,Transaction Dispute,Low,Resolved,2023-07-20,2023-07-24,101.0,App,2.0,AGT046
TKT002318,CUST01591,Loan Query,High,Resolved,2023-07-03,2023-07-04,23.0,Email,2.0,AGT021
TKT002319,CUST02385,Card Issue,Medium,Open,2020-09-09,,,Email,,AGT041
TKT002320,CUST00052,Interest Query,Medium,Resolved,2022-02-22,2022-02-28,143.0,Phone,5.0,AGT044
TKT002321,CUST02065,Interest Query,Medium,Resolved,2022-08-19,2022-08-25,129.0,Branch,3.0,AGT038
TKT002322,CUST00597,Fraud Report,Critical,Resolved,2022-04-11,2022-04-17,151.0,Branch,3.0,AGT026
TKT002323,CUST00105,Loan Query,Critical,Resolved,2023-06-11,2023-06-12,35.0,Phone,3.0,AGT043
TKT002324,CUST00069,Interest Query,High,Resolved,2022-02-13,2022-02-16,85.0,Email,2.0,AGT028
TKT002325,CUST02266,ATM Issue,Critical,Resolved,2023-02-24,2023-03-01,119.0,Phone,4.0,AGT027
TKT002326,CUST00408,Account Opening,Medium,Resolved,2023-12-25,2023-12-26,33.0,Phone,2.0,AGT003
TKT002327,CUST00282,Card Issue,High,Resolved,2022-09-07,2022-09-14,168.0,Chat,3.0,AGT037
TKT002328,CUST02277,Fraud Report,Critical,Resolved,2020-01-16,2020-01-22,144.0,App,1.0,AGT002
TKT002329,CUST01766,Loan Query,Low,Resolved,2024-01-08,2024-01-12,87.0,Email,3.0,AGT006
TKT002330,CUST02529,General Query,Medium,Resolved,2021-03-25,2021-03-26,9.0,Phone,1.0,AGT016
TKT002331,CUST00326,Loan Query,Low,Open,2021-05-12,,,App,,AGT049
TKT002332,CUST01579,Account Opening,High,Resolved,2022-12-09,2022-12-13,83.0,Email,2.0,AGT007
TKT002333,CUST01914,Card Issue,High,Resolved,2021-05-24,2021-05-26,34.0,Chat,3.0,AGT038
TKT002334,CUST00427,ATM Issue,High,Resolved,2022-06-28,2022-06-29,40.0,App,1.0,AGT022
TKT002335,CUST01339,Card Issue,High,Resolved,2024-06-17,2024-06-19,57.0,Email,5.0,AGT020
TKT002336,CUST00819,Account Opening,Low,Resolved,2021-01-07,2021-01-08,27.0,Phone,3.0,AGT025
TKT002337,CUST01939,Fraud Report,Critical,Resolved,2022-03-16,2022-03-20,98.0,App,2.0,AGT021
TKT002338,CUST01296,Interest Query,Low,Resolved,2023-05-25,2023-05-30,112.0,App,1.0,AGT040
TKT002339,CUST01297,Loan Query,Low,Resolved,2021-04-06,2021-04-08,48.0,App,3.0,AGT041
TKT002340,CUST02260,Card Issue,Critical,Resolved,2020-01-26,2020-01-28,40.0,App,5.0,AGT022
TKT002341,CUST02854,Loan Query,Medium,Resolved,2022-12-15,2022-12-17,55.0,App,1.0,AGT017
TKT002342,CUST00678,Net Banking Issue,Low,Open,2020-01-25,,,Chat,,AGT044
TKT002343,CUST02931,Fraud Report,Critical,Resolved,2023-11-14,2023-11-18,87.0,Chat,4.0,AGT050
TKT002344,CUST01437,Interest Query,High,Resolved,2023-08-03,2023-08-07,88.0,Phone,3.0,AGT030
TKT002345,CUST00537,Loan Query,Medium,Open,2021-11-11,,,Chat,,AGT027
TKT002346,CUST00158,Fraud Report,Critical,Resolved,2020-08-26,2020-08-30,104.0,Branch,3.0,AGT034
TKT002347,CUST02859,Transaction Dispute,High,Resolved,2021-01-12,2021-01-16,100.0,App,5.0,AGT037
TKT002348,CUST02678,Card Issue,High,Resolved,2022-02-21,2022-02-25,87.0,Phone,5.0,AGT039
TKT002349,CUST02586,ATM Issue,High,Resolved,2024-05-18,2024-05-18,3.0,Branch,3.0,AGT015
TKT002350,CUST00201,Fraud Report,Critical,Resolved,2023-12-09,2023-12-11,59.0,Branch,1.0,AGT006
TKT002351,CUST00638,Interest Query,Medium,Resolved,2021-11-19,2021-11-21,49.0,Branch,5.0,AGT030
TKT002352,CUST01114,General Query,Medium,Resolved,2020-03-21,2020-03-24,83.0,App,1.0,AGT003
TKT002353,CUST00437,Net Banking Issue,Critical,Resolved,2021-12-07,2021-12-10,70.0,Branch,3.0,AGT020
TKT002354,CUST00061,Fraud Report,Critical,Resolved,2022-08-31,2022-09-03,65.0,Email,5.0,AGT032
TKT002355,CUST00382,Interest Query,Critical,Resolved,2024-07-01,2024-07-05,75.0,Email,3.0,AGT043
TKT002356,CUST02898,Card Issue,Low,Resolved,2021-11-14,2021-11-20,134.0,Phone,2.0,AGT002
TKT002357,CUST02400,Fraud Report,Critical,Open,2022-04-20,,,Phone,,AGT023
TKT002358,CUST01275,General Query,High,Resolved,2022-02-24,2022-03-03,166.0,Chat,3.0,AGT010
TKT002359,CUST00921,Transaction Dispute,Medium,Open,2023-03-25,,,Chat,,AGT002
TKT002360,CUST01405,ATM Issue,High,Resolved,2023-02-24,2023-02-25,15.0,Chat,4.0,AGT048
TKT002361,CUST02510,Card Issue,Low,Resolved,2021-06-01,2021-06-07,129.0,App,5.0,AGT023
TKT002362,CUST01561,Card Issue,Medium,Resolved,2023-01-19,2023-01-25,148.0,Phone,5.0,AGT017
TKT002363,CUST02536,Loan Query,Low,Resolved,2022-06-15,2022-06-18,69.0,Chat,2.0,AGT038
TKT002364,CUST02499,KYC Update,Low,Resolved,2024-01-06,2024-01-13,147.0,Phone,4.0,AGT018
TKT002365,CUST01794,Card Issue,Low,Resolved,2022-02-18,2022-02-21,77.0,Chat,4.0,AGT012
TKT002366,CUST02485,Fraud Report,Critical,Resolved,2023-06-18,2023-06-18,15.0,Phone,4.0,AGT030
TKT002367,CUST02663,Loan Query,Low,Resolved,2020-12-14,2020-12-21,168.0,Branch,3.0,AGT009
TKT002368,CUST02312,KYC Update,Medium,Resolved,2022-12-30,2022-12-30,3.0,App,2.0,AGT040
TKT002369,CUST00249,Fraud Report,Critical,Resolved,2024-04-03,2024-04-06,59.0,Chat,2.0,AGT037
TKT002370,CUST00487,General Query,High,Resolved,2024-11-16,2024-11-18,48.0,Phone,1.0,AGT038
TKT002371,CUST02663,Fraud Report,Critical,Resolved,2024-07-17,2024-07-19,42.0,Branch,3.0,AGT028
TKT002372,CUST01867,Loan Query,Medium,Resolved,2022-01-22,2022-01-24,46.0,Email,3.0,AGT047
TKT002373,CUST02459,Transaction Dispute,Low,Resolved,2020-03-19,2020-03-26,156.0,Phone,4.0,AGT026
TKT002374,CUST01342,KYC Update,Critical,Resolved,2022-11-15,2022-11-16,7.0,Phone,5.0,AGT013
TKT002375,CUST00299,Transaction Dispute,Low,Resolved,2023-10-06,2023-10-13,167.0,Email,3.0,AGT037
TKT002376,CUST00222,KYC Update,High,Open,2024-06-24,,,App,,AGT013
TKT002377,CUST02131,KYC Update,Low,Resolved,2024-11-01,2024-11-06,120.0,Branch,3.0,AGT010
TKT002378,CUST01901,Card Issue,High,Resolved,2023-04-29,2023-05-06,157.0,App,4.0,AGT036
TKT002379,CUST02756,General Query,High,Resolved,2020-07-18,2020-07-24,131.0,Branch,1.0,AGT044
TKT002380,CUST00727,Net Banking Issue,Low,Resolved,2023-06-25,2023-06-30,118.0,Email,4.0,AGT024
TKT002381,CUST00754,ATM Issue,Medium,Resolved,2020-09-06,2020-09-10,98.0,App,1.0,AGT043
TKT002382,CUST00519,Interest Query,Low,Resolved,2024-02-07,2024-02-09,62.0,Phone,4.0,AGT024
TKT002383,CUST00865,Interest Query,Medium,Resolved,2024-01-18,2024-01-22,89.0,Chat,5.0,AGT008
TKT002384,CUST02557,KYC Update,Medium,Resolved,2022-01-09,2022-01-11,44.0,Phone,4.0,AGT043
TKT002385,CUST01053,Net Banking Issue,Low,Resolved,2021-03-13,2021-03-18,122.0,Phone,4.0,AGT004
TKT002386,CUST01361,Account Opening,Low,Resolved,2023-04-21,2023-04-25,108.0,Chat,5.0,AGT036
TKT002387,CUST00836,Transaction Dispute,Medium,Resolved,2024-03-01,2024-03-06,117.0,Email,5.0,AGT042
TKT002388,CUST02589,General Query,Medium,Resolved,2023-07-10,2023-07-12,48.0,Email,1.0,AGT040
TKT002389,CUST02377,Interest Query,Low,Resolved,2023-09-17,2023-09-24,159.0,App,1.0,AGT049
TKT002390,CUST00065,KYC Update,High,Resolved,2024-11-11,2024-11-16,119.0,Email,3.0,AGT033
TKT002391,CUST01036,Loan Query,Low,Resolved,2020-03-04,2020-03-10,125.0,Chat,4.0,AGT003
TKT002392,CUST00132,Net Banking Issue,Medium,Resolved,2020-04-16,2020-04-18,52.0,App,1.0,AGT034
TKT002393,CUST00739,Fraud Report,Critical,Open,2022-05-21,,,Phone,,AGT006
TKT002394,CUST02074,Net Banking Issue,Medium,Resolved,2020-08-10,2020-08-16,126.0,Chat,4.0,AGT019
TKT002395,CUST02778,General Query,Low,Resolved,2020-11-05,2020-11-10,130.0,Chat,3.0,AGT019
TKT002396,CUST02888,ATM Issue,Low,Open,2020-02-19,,,Chat,,AGT049
TKT002397,CUST01992,Account Opening,Critical,Resolved,2023-04-07,2023-04-08,26.0,Branch,5.0,AGT034
TKT002398,CUST02850,Net Banking Issue,High,Resolved,2021-11-18,2021-11-22,106.0,Branch,4.0,AGT042
TKT002399,CUST01875,Fraud Report,Critical,Resolved,2024-08-26,2024-08-31,106.0,Phone,1.0,AGT019
TKT002400,CUST01235,Net Banking Issue,Low,Resolved,2023-03-26,2023-03-29,54.0,Phone,1.0,AGT022
TKT002401,CUST02009,Account Opening,Medium,Resolved,2021-09-07,2021-09-11,116.0,Email,2.0,AGT044
TKT002402,CUST00413,Fraud Report,Critical,In Progress,2020-05-29,,,App,,AGT010
TKT002403,CUST02898,Loan Query,Medium,In Progress,2022-09-17,,,Branch,,AGT046
TKT002404,CUST00223,Transaction Dispute,Medium,Resolved,2021-03-23,2021-03-28,106.0,Phone,3.0,AGT047
TKT002405,CUST00858,KYC Update,Medium,Resolved,2020-10-24,2020-10-31,154.0,Phone,1.0,AGT009
TKT002406,CUST01673,Loan Query,High,Resolved,2022-04-11,2022-04-16,113.0,Email,1.0,AGT050
TKT002407,CUST00871,Fraud Report,Critical,Resolved,2023-11-07,2023-11-10,73.0,Phone,1.0,AGT027
TKT002408,CUST00986,Card Issue,Medium,Resolved,2024-05-30,2024-06-01,45.0,Email,4.0,AGT001
TKT002409,CUST02342,Net Banking Issue,Medium,Resolved,2020-04-27,2020-04-27,7.0,Chat,1.0,AGT022
TKT002410,CUST02057,Card Issue,Medium,Resolved,2024-01-26,2024-01-28,62.0,App,5.0,AGT045
TKT002411,CUST02130,Net Banking Issue,Low,Resolved,2020-08-26,2020-08-31,107.0,Email,5.0,AGT044
TKT002412,CUST00531,Fraud Report,Critical,Resolved,2023-05-01,2023-05-04,71.0,Phone,1.0,AGT047
TKT002413,CUST02855,ATM Issue,Low,Resolved,2023-10-24,2023-10-28,77.0,Email,1.0,AGT037
TKT002414,CUST00398,Interest Query,Medium,Resolved,2020-12-08,2020-12-14,160.0,Branch,1.0,AGT025
TKT002415,CUST00929,Card Issue,High,Resolved,2022-08-22,2022-08-23,35.0,Branch,2.0,AGT011
TKT002416,CUST01331,Interest Query,Medium,Resolved,2022-10-20,2022-10-23,82.0,Branch,5.0,AGT014
TKT002417,CUST02510,ATM Issue,Low,Resolved,2022-06-01,2022-06-02,32.0,Chat,3.0,AGT019
TKT002418,CUST01059,Transaction Dispute,Low,In Progress,2021-09-27,,,Chat,,AGT043
TKT002419,CUST00142,KYC Update,Low,In Progress,2022-03-20,,,Phone,,AGT031
TKT002420,CUST00681,Account Opening,Low,In Progress,2024-06-19,,,App,,AGT016
TKT002421,CUST01183,Loan Query,Critical,Open,2020-03-08,,,Phone,,AGT013
TKT002422,CUST00654,General Query,Medium,Resolved,2022-03-13,2022-03-18,138.0,Chat,3.0,AGT011
TKT002423,CUST00803,General Query,Medium,Resolved,2024-07-26,2024-07-30,100.0,App,3.0,AGT032
TKT002424,CUST00732,General Query,Critical,Resolved,2021-01-12,2021-01-14,60.0,Chat,5.0,AGT035
TKT002425,CUST00808,General Query,Medium,Resolved,2021-09-11,2021-09-15,108.0,Email,3.0,AGT014
TKT002426,CUST02157,Transaction Dispute,High,Resolved,2020-08-25,2020-08-27,63.0,Chat,2.0,AGT048
TKT002427,CUST02867,General Query,Medium,Resolved,2021-02-01,2021-02-04,72.0,Phone,4.0,AGT028
TKT002428,CUST00361,Net Banking Issue,Medium,Resolved,2022-11-24,2022-11-25,14.0,Chat,2.0,AGT047
TKT002429,CUST01910,Interest Query,Medium,Resolved,2023-01-24,2023-01-28,101.0,Email,2.0,AGT043
TKT002430,CUST02842,KYC Update,Medium,Resolved,2022-01-20,2022-01-20,7.0,Phone,4.0,AGT029
TKT002431,CUST00070,Fraud Report,Critical,Resolved,2022-07-23,2022-07-29,150.0,Branch,1.0,AGT033
