account_id,customer_id,account_type,account_status,open_date,branch_id,current_balance,min_balance,interest_rate,nomination_set,overdraft_limit
ACC002301,CUST01638,Salary,Active,2023-04-26,BR046,169749.34,0,5.38,1,0.0
ACC002302,CUST01639,Savings,Closed,2023-07-20,BR011,89947.88,1000,2.75,1,0.0
ACC002303,CUST01639,Current,Closed,2023-07-16,BR011,1565944.37,10000,2.65,1,5200.0
ACC002304,CUST01640,Savings,Active,2023-01-10,BR042,358479.45,1000,3.72,1,0.0
ACC002305,CUST01640,Current,Active,2020-03-31,BR042,1030739.93,10000,3.25,1,44222.0
ACC002306,CUST01641,Fixed Deposit,Active,2020-08-09,BR004,8991114.49,0,4.47,0,0.0
ACC002307,CUST01642,Salary,Dormant,2021-02-15,BR024,183635.18,0,6.57,1,0.0
ACC002308,CUST01642,Savings,Active,2018-05-03,BR024,480948.24,1000,3.39,1,0.0
ACC002309,CUST01643,Savings,Active,2020-01-07,BR010,271449.0,1000,6.04,0,0.0
ACC002310,CUST01644,Salary,Active,2021-09-29,BR022,220951.91,0,5.34,1,0.0
ACC002311,CUST01644,Savings,Active,2022-10-29,BR022,344026.38,1000,6.13,1,0.0
ACC002312,CUST01645,Savings,Active,2023-10-30,BR006,210453.21,1000,5.67,1,0.0
ACC002313,CUST01646,Savings,Active,2016-08-06,BR006,138899.58,1000,7.45,1,0.0
ACC002314,CUST01647,Fixed Deposit,Active,2021-10-28,BR003,7799735.5,0,6.68,0,0.0
ACC002315,CUST01647,Savings,Active,2022-02-26,BR003,186645.62,1000,4.81,1,0.0
ACC002316,CUST01648,Savings,Active,2022-01-08,BR027,288035.85,1000,3.47,1,0.0
ACC002317,CUST01648,Fixed Deposit,Active,2022-02-09,BR027,4951909.95,0,4.89,1,0.0
ACC002318,CUST01648,Salary,Active,2023-10-28,BR027,192895.43,0,3.36,1,0.0
ACC002319,CUST01649,Salary,Active,2022-02-12,BR037,86611.2,0,4.71,0,0.0
ACC002320,CUST01649,Savings,Closed,2017-07-08,BR037,1038.89,1000,3.6,1,0.0
ACC002321,CUST01650,Salary,Closed,2021-12-04,BR005,296343.96,0,4.62,0,0.0
ACC002322,CUST01651,Savings,Active,2022-04-22,BR011,44752.03,1000,5.2,1,0.0
ACC002323,CUST01651,Fixed Deposit,Active,2023-04-22,BR011,3075078.32,0,4.93,1,0.0
ACC002324,CUST01652,Salary,Active,2019-01-15,BR013,66808.49,0,3.33,1,0.0
ACC002325,CUST01652,Fixed Deposit,Active,2023-03-29,BR013,4734543.67,0,3.54,1,0.0
ACC002326,CUST01653,Salary,Active,2023-06-28,BR015,161732.73,0,3.93,1,0.0
ACC002327,CUST01653,Current,Active,2023-05-19,BR015,4435256.03,10000,5.4,1,47666.0
ACC002328,CUST01653,Savings,Active,2022-12-27,BR015,455597.83,1000,3.14,1,0.0
ACC002329,CUST01654,Savings,Active,2022-01-03,BR029,38936.51,1000,4.47,0,0.0
ACC002330,CUST01654,Fixed Deposit,Active,2022-07-01,BR029,7322659.63,0,3.91,0,0.0
ACC002331,CUST01654,Current,Active,2023-08-29,BR029,3225047.05,10000,3.93,1,32975.0
ACC002332,CUST01655,Savings,Active,2021-07-19,BR004,246164.77,1000,3.51,1,0.0
ACC002333,CUST01656,NRI,Active,2016-04-15,BR009,9677580.8,0,2.74,1,0.0
ACC002334,CUST01656,Current,Active,2022-07-27,BR009,1371449.56,10000,5.78,1,30150.0
ACC002335,CUST01657,Current,Active,2021-06-26,BR004,3293607.34,10000,6.44,1,39772.0
ACC002336,CUST01658,Savings,Active,2019-10-10,BR021,362499.01,1000,6.59,1,0.0
ACC002337,CUST01658,Current,Active,2021-07-02,BR021,2614799.39,10000,3.25,1,47980.0
ACC002338,CUST01659,Fixed Deposit,Active,2019-10-12,BR044,9669304.09,0,7.49,1,0.0
ACC002339,CUST01660,Savings,Active,2023-08-25,BR026,246086.48,1000,5.52,1,0.0
ACC002340,CUST01660,Salary,Active,2023-11-19,BR026,165308.91,0,6.16,1,0.0
ACC002341,CUST01661,Current,Active,2016-01-05,BR012,1890733.84,10000,7.12,1,1524.0
ACC002342,CUST01662,Savings,Dormant,2018-09-19,BR027,89078.32,1000,6.4,1,0.0
ACC002343,CUST01663,Savings,Active,2020-08-04,BR039,498799.48,1000,5.81,1,0.0
ACC002344,CUST01664,Fixed Deposit,Active,2023-02-25,BR012,4071383.81,0,7.4,0,0.0
ACC002345,CUST01665,Savings,Active,2023-03-15,BR008,335673.65,1000,5.51,1,0.0
ACC002346,CUST01666,NRI,Active,2020-02-15,BR045,7241768.26,0,3.82,1,0.0
ACC002347,CUST01666,Fixed Deposit,Active,2022-05-16,BR045,8952251.38,0,2.67,1,0.0
ACC002348,CUST01666,Savings,Active,2020-02-11,BR045,334647.96,1000,3.78,1,0.0
ACC002349,CUST01667,Savings,Active,2023-03-24,BR033,140547.69,1000,4.86,1,0.0
ACC002350,CUST01668,Current,Active,2023-03-16,BR005,3901841.93,10000,5.18,1,19673.0
ACC002351,CUST01669,Current,Dormant,2018-04-30,BR039,2007078.84,10000,7.36,1,23355.0
ACC002352,CUST01670,Current,Active,2019-05-21,BR002,2384240.13,10000,4.48,1,16140.0
ACC002353,CUST01670,Savings,Active,2017-08-12,BR002,276825.36,1000,4.0,1,0.0
ACC002354,CUST01671,Salary,Active,2023-02-05,BR038,233559.88,0,2.64,1,0.0
ACC002355,CUST01672,Current,Dormant,2021-04-23,BR028,4497897.93,10000,5.34,0,48796.0
ACC002356,CUST01673,Fixed Deposit,Dormant,2023-11-01,BR028,6916358.96,0,2.82,1,0.0
ACC002357,CUST01674,Current,Active,2022-10-16,BR049,3740720.78,10000,5.54,1,11284.0
ACC002358,CUST01675,Salary,Active,2018-11-29,BR005,297462.52,0,5.59,1,0.0
ACC002359,CUST01676,Current,Active,2023-08-17,BR001,4591069.11,10000,4.72,1,8035.0
ACC002360,CUST01676,Salary,Active,2021-11-12,BR001,261724.93,0,5.87,0,0.0
ACC002361,CUST01677,Savings,Active,2023-07-26,BR003,6228.41,1000,3.18,0,0.0
ACC002362,CUST01678,Fixed Deposit,Active,2021-01-25,BR041,8431592.76,0,7.42,1,0.0
ACC002363,CUST01678,Current,Active,2022-11-29,BR041,2190117.07,10000,6.78,1,44856.0
ACC002364,CUST01679,Savings,Active,2023-11-26,BR010,277490.48,1000,5.89,1,0.0
ACC002365,CUST01680,Fixed Deposit,Dormant,2017-07-02,BR047,1591694.14,0,2.69,1,0.0
ACC002366,CUST01681,Savings,Dormant,2022-12-09,BR040,429477.2,1000,5.92,0,0.0
ACC002367,CUST01682,Fixed Deposit,Active,2020-12-05,BR027,9283022.2,0,5.43,1,0.0
ACC002368,CUST01683,Fixed Deposit,Dormant,2017-12-19,BR013,3222245.83,0,4.19,1,0.0
ACC002369,CUST01683,Savings,Active,2018-05-16,BR013,371790.52,1000,5.58,1,0.0
ACC002370,CUST01684,Current,Active,2022-10-09,BR023,2877218.94,10000,7.05,1,29985.0
ACC002371,CUST01685,Savings,Active,2023-11-04,BR011,40489.04,1000,4.14,0,0.0
ACC002372,CUST01686,Savings,Active,2023-12-06,BR044,337231.12,1000,4.35,1,0.0
ACC002373,CUST01687,Fixed Deposit,Active,2021-01-26,BR012,4141465.36,0,6.43,0,0.0
ACC002374,CUST01687,Savings,Active,2022-03-30,BR012,146343.34,1000,5.01,1,0.0
ACC002375,CUST01688,Savings,Active,2023-08-28,BR015,343731.09,1000,5.51,0,0.0
ACC002376,CUST01689,Savings,Dormant,2017-08-02,BR031,273067.46,1000,6.53,1,0.0
ACC002377,CUST01690,Fixed Deposit,Active,2023-12-11,BR038,1392817.0,0,7.2,1,0.0
ACC002378,CUST01690,Current,Active,2023-12-18,BR038,1441620.33,10000,2.87,1,16021.0
ACC002379,CUST01691,Current,Active,2023-08-29,BR029,3722795.36,10000,3.25,1,13134.0
ACC002380,CUST01691,Salary,Active,2023-09-30,BR029,224566.54,0,4.61,1,0.0
ACC002381,CUST01692,Savings,Active,2019-11-28,BR045,136897.7,1000,6.87,1,0.0
ACC002382,CUST01692,NRI,Active,2022-07-24,BR045,7128856.06,0,2.85,0,0.0
ACC002383,CUST01692,Fixed Deposit,Active,2016-02-27,BR045,6888964.04,0,5.05,1,0.0
ACC002384,CUST01693,Savings,Active,2022-08-22,BR035,77434.56,1000,6.43,1,0.0
ACC002385,CUST01694,Savings,Closed,2022-06-01,BR011,292621.78,1000,3.86,1,0.0
ACC002386,CUST01694,Current,Active,2022-06-04,BR011,4296718.94,10000,6.95,0,38932.0
ACC002387,CUST01695,Savings,Active,2022-11-23,BR002,197971.54,1000,4.38,0,0.0
ACC002388,CUST01696,Fixed Deposit,Active,2022-11-03,BR002,9845886.43,0,6.67,0,0.0
ACC002389,CUST01696,Current,Active,2023-10-02,BR002,2146712.95,10000,6.96,1,40221.0
ACC002390,CUST01697,NRI,Active,2023-11-20,BR026,2014770.46,0,4.94,1,0.0
ACC002391,CUST01698,Current,Active,2021-11-12,BR014,217918.5,10000,6.85,1,39537.0
ACC002392,CUST01699,Salary,Active,2021-10-05,BR011,243368.05,0,3.12,1,0.0
ACC002393,CUST01699,Savings,Dormant,2019-10-18,BR011,249047.89,1000,6.35,1,0.0
ACC002394,CUST01700,Salary,Active,2017-06-22,BR026,28794.61,0,5.66,1,0.0
ACC002395,CUST01701,Savings,Active,2023-12-18,BR001,67695.51,1000,3.46,1,0.0
ACC002396,CUST01702,Salary,Active,2023-07-06,BR039,78551.91,0,7.41,1,0.0
ACC002397,CUST01703,Savings,Active,2021-07-23,BR001,125695.39,1000,6.34,1,0.0
ACC002398,CUST01703,Current,Active,2021-10-15,BR001,4003015.52,10000,3.4,1,31654.0
ACC002399,CUST01703,Fixed Deposit,Closed,2022-08-22,BR001,3232908.05,0,7.04,1,0.0
ACC002400,CUST01704,Savings,Dormant,2022-04-02,BR042,479260.52,1000,2.7,1,0.0
ACC002401,CUST01704,Current,Active,2021-05-19,BR042,2883082.69,10000,6.9,0,27224.0
ACC002402,CUST01705,Fixed Deposit,Active,2023-03-21,BR028,9133011.56,0,3.85,1,0.0
ACC002403,CUST01706,Salary,Active,2022-10-01,BR002,138946.72,0,5.68,0,0.0
ACC002404,CUST01706,Savings,Active,2022-07-01,BR002,309992.35,1000,3.03,1,0.0
ACC002405,CUST01706,Fixed Deposit,Active,2023-07-18,BR002,8719677.0,0,5.85,0,0.0
ACC002406,CUST01707,Fixed Deposit,Active,2022-03-05,BR039,2747443.77,0,6.94,1,0.0
ACC002407,CUST01707,Savings,Active,2020-08-09,BR039,227617.9,1000,6.84,1,0.0
ACC002408,CUST01707,Current,Active,2020-11-13,BR039,4554390.12,10000,5.18,1,42834.0
ACC002409,CUST01708,Savings,Active,2023-10-03,BR020,437013.24,1000,3.6,0,0.0
ACC002410,CUST01709,Savings,Active,2021-02-15,BR050,309523.59,1000,5.81,1,0.0
ACC002411,CUST01710,Salary,Active,2020-11-24,BR032,268749.01,0,6.67,1,0.0
ACC002412,CUST01710,Savings,Active,2021-01-20,BR032,255675.74,1000,5.73,1,0.0
ACC002413,CUST01711,Savings,Active,2023-12-07,BR035,80925.45,1000,4.52,1,0.0
ACC002414,CUST01712,Savings,Active,2021-04-29,BR004,376181.52,1000,5.79,1,0.0
ACC002415,CUST01713,Salary,Active,2021-04-12,BR041,106924.84,0,3.05,1,0.0
ACC002416,CUST01714,Current,Active,2021-06-03,BR036,2379358.4,10000,4.78,0,39436.0
ACC002417,CUST01715,Salary,Dormant,2018-01-22,BR021,232096.32,0,6.24,1,0.0
ACC002418,CUST01716,Current,Dormant,2022-05-20,BR017,2792250.27,10000,4.23,1,33314.0
ACC002419,CUST01717,Fixed Deposit,Active,2023-07-27,BR008,2769970.0,0,3.58,1,0.0
ACC002420,CUST01718,Salary,Active,2019-09-24,BR003,94801.75,0,4.04,1,0.0
ACC002421,CUST01719,Savings,Active,2022-02-25,BR016,76589.62,1000,3.02,1,0.0
ACC002422,CUST01719,Salary,Active,2021-11-01,BR016,148105.94,0,6.74,1,0.0
ACC002423,CUST01720,Savings,Active,2023-05-23,BR005,132008.57,1000,2.93,1,0.0
ACC002424,CUST01721,Savings,Dormant,2019-04-13,BR008,292928.92,1000,3.13,1,0.0
ACC002425,CUST01722,Current,Active,2021-10-24,BR007,1192099.83,10000,2.53,0,42245.0
ACC002426,CUST01722,Savings,Active,2021-11-23,BR007,24929.37,1000,5.84,1,0.0
ACC002427,CUST01723,Savings,Active,2021-08-30,BR038,106960.06,1000,5.95,1,0.0
ACC002428,CUST01723,Current,Active,2020-09-08,BR038,4096801.57,10000,2.98,1,33659.0
ACC002429,CUST01724,Fixed Deposit,Active,2016-10-17,BR017,3539496.41,0,3.44,1,0.0
ACC002430,CUST01725,Savings,Active,2023-12-10,BR035,309926.95,1000,2.86,1,0.0
ACC002431,CUST01725,Current,Active,2023-01-18,BR035,38775.02,10000,4.37,1,32849.0
ACC002432,CUST01725,Salary,Active,2020-09-19,BR035,34990.51,0,2.99,1,0.0
ACC002433,CUST01726,Savings,Active,2023-11-23,BR042,387626.47,1000,6.79,1,0.0
ACC002434,CUST01726,Current,Active,2023-12-26,BR042,2340326.1,10000,4.63,1,43447.0
ACC002435,CUST01727,Savings,Active,2023-07-10,BR038,259771.35,1000,6.64,1,0.0
ACC002436,CUST01728,Current,Active,2018-11-19,BR048,4895389.55,10000,2.62,1,1573.0
ACC002437,CUST01729,Salary,Active,2023-07-04,BR009,86264.71,0,3.68,1,0.0
ACC002438,CUST01729,Savings,Active,2022-09-10,BR009,131596.32,1000,3.12,1,0.0
ACC002439,CUST01730,Savings,Active,2023-04-30,BR007,240224.71,1000,2.64,1,0.0
ACC002440,CUST01731,Savings,Active,2023-08-17,BR047,404077.61,1000,3.33,0,0.0
ACC002441,CUST01731,Current,Active,2023-10-12,BR047,3069410.97,10000,3.81,1,45840.0
ACC002442,CUST01732,Savings,Active,2016-03-14,BR035,130922.62,1000,3.55,0,0.0
ACC002443,CUST01733,Salary,Active,2023-03-01,BR007,273708.53,0,3.53,0,0.0
ACC002444,CUST01734,Savings,Active,2023-09-11,BR006,480730.35,1000,6.94,0,0.0
ACC002445,CUST01734,Fixed Deposit,Active,2023-08-20,BR006,1987650.79,0,6.55,1,0.0
ACC002446,CUST01735,Savings,Active,2022-06-16,BR013,190542.51,1000,2.63,1,0.0
ACC002447,CUST01736,Savings,Active,2021-06-12,BR037,441360.36,1000,2.95,1,0.0
ACC002448,CUST01736,Current,Active,2023-12-27,BR037,1939891.35,10000,2.84,1,4451.0
ACC002449,CUST01737,Savings,Closed,2021-02-21,BR007,358875.5,1000,7.39,1,0.0
ACC002450,CUST01738,Savings,Active,2022-03-09,BR045,214580.81,1000,3.14,0,0.0
ACC002451,CUST01739,Savings,Active,2017-08-21,BR026,260803.63,1000,6.75,1,0.0
ACC002452,CUST01740,Current,Active,2021-11-26,BR006,4619734.58,10000,6.88,1,8361.0
ACC002453,CUST01741,Current,Active,2021-02-13,BR023,4337299.55,10000,5.48,1,22921.0
ACC002454,CUST01742,Savings,Active,2019-01-28,BR031,257941.78,1000,5.07,0,0.0
ACC002455,CUST01743,NRI,Active,2021-01-19,BR019,10767804.23,0,4.54,1,0.0
ACC002456,CUST01743,Savings,Active,2021-02-13,BR019,41061.89,1000,3.34,1,0.0
ACC002457,CUST01744,Current,Active,2023-01-27,BR021,4828468.56,10000,6.43,1,34014.0
ACC002458,CUST01745,Savings,Active,2020-01-10,BR035,368809.59,1000,6.46,1,0.0
ACC002459,CUST01746,Savings,Active,2023-08-24,BR017,227580.12,1000,5.13,1,0.0
ACC002460,CUST01746,Salary,Active,2021-05-26,BR017,291322.32,0,3.14,1,0.0
ACC002461,CUST01747,Savings,Active,2021-01-22,BR037,469178.83,1000,7.16,1,0.0
ACC002462,CUST01747,NRI,Active,2022-06-02,BR037,1357109.93,0,7.42,0,0.0
ACC002463,CUST01748,Fixed Deposit,Active,2023-05-30,BR037,9530903.42,0,5.7,0,0.0
ACC002464,CUST01749,Savings,Active,2023-09-05,BR050,128622.0,1000,4.29,0,0.0
ACC002465,CUST01749,Salary,Active,2018-03-16,BR050,10069.62,0,7.05,1,0.0
ACC002466,CUST01750,Savings,Active,2022-04-16,BR036,445187.23,1000,3.55,1,0.0
ACC002467,CUST01751,Savings,Active,2022-01-18,BR049,298559.62,1000,3.46,1,0.0
ACC002468,CUST01752,Savings,Active,2020-05-07,BR026,467803.99,1000,3.65,1,0.0
ACC002469,CUST01752,Fixed Deposit,Active,2020-05-10,BR026,1182223.4,0,3.51,1,0.0
ACC002470,CUST01753,Savings,Active,2020-11-26,BR033,63193.49,1000,4.94,0,0.0
ACC002471,CUST01754,Current,Closed,2019-03-26,BR005,3831256.11,10000,5.89,1,38078.0
ACC002472,CUST01755,Savings,Dormant,2022-03-02,BR005,93915.28,1000,6.03,1,0.0
ACC002473,CUST01756,Salary,Active,2020-03-15,BR004,185194.67,0,3.46,1,0.0
ACC002474,CUST01757,Salary,Active,2022-02-08,BR031,15353.76,0,4.21,1,0.0
ACC002475,CUST01757,Savings,Active,2022-04-18,BR031,100926.4,1000,4.27,1,0.0
ACC002476,CUST01758,NRI,Active,2023-05-25,BR019,14618642.22,0,6.39,1,0.0
ACC002477,CUST01759,Savings,Active,2017-09-07,BR034,165536.36,1000,7.44,1,0.0
ACC002478,CUST01760,Current,Active,2023-07-26,BR050,2173618.33,10000,2.89,1,623.0
ACC002479,CUST01761,Savings,Active,2022-09-28,BR038,495608.99,1000,5.53,1,0.0
ACC002480,CUST01761,Salary,Closed,2020-10-13,BR038,299581.0,0,3.12,0,0.0
ACC002481,CUST01762,Current,Active,2022-07-19,BR030,4556861.23,10000,4.44,1,48161.0
ACC002482,CUST01763,Salary,Active,2023-06-10,BR048,15654.48,0,4.31,1,0.0
ACC002483,CUST01764,Savings,Active,2023-05-10,BR048,198830.15,1000,7.11,1,0.0
ACC002484,CUST01764,Current,Active,2018-08-11,BR048,837443.56,10000,3.15,0,29657.0
ACC002485,CUST01765,NRI,Dormant,2021-09-23,BR020,8711899.51,0,5.17,0,0.0
ACC002486,CUST01766,Savings,Active,2018-09-03,BR006,45358.05,1000,2.84,1,0.0
ACC002487,CUST01766,Fixed Deposit,Active,2021-02-04,BR006,8639159.67,0,4.02,1,0.0
ACC002488,CUST01767,Savings,Active,2023-09-22,BR038,467503.34,1000,5.92,1,0.0
ACC002489,CUST01767,Current,Active,2023-02-03,BR038,1706166.87,10000,2.83,1,10245.0
ACC002490,CUST01768,Salary,Active,2017-07-26,BR007,140979.92,0,2.71,0,0.0
ACC002491,CUST01769,Current,Active,2022-05-16,BR018,2744547.6,10000,5.54,0,43382.0
ACC002492,CUST01770,Savings,Active,2022-08-28,BR038,94981.92,1000,3.88,1,0.0
ACC002493,CUST01771,Savings,Dormant,2023-12-04,BR017,435040.15,1000,4.67,1,0.0
ACC002494,CUST01771,Fixed Deposit,Active,2023-12-09,BR017,98704.66,0,5.06,1,0.0
ACC002495,CUST01772,Savings,Active,2023-10-23,BR018,436527.93,1000,6.14,1,0.0
ACC002496,CUST01772,Current,Active,2019-12-24,BR018,3992911.61,10000,3.02,1,39378.0
ACC002497,CUST01773,Savings,Active,2022-08-09,BR019,352313.63,1000,4.9,1,0.0
ACC002498,CUST01774,Current,Active,2021-10-09,BR026,4545280.7,10000,3.77,0,8588.0
ACC002499,CUST01775,Current,Active,2022-08-29,BR011,3463527.27,10000,6.0,1,8915.0
ACC002500,CUST01776,Current,Active,2023-09-07,BR048,1995205.36,10000,3.13,1,47718.0
ACC002501,CUST01777,Salary,Active,2021-02-19,BR002,45778.36,0,7.15,1,0.0
ACC002502,CUST01778,Fixed Deposit,Active,2019-12-08,BR034,5302828.81,0,5.63,1,0.0
ACC002503,CUST01778,Salary,Active,2020-03-17,BR034,153418.66,0,5.34,1,0.0
ACC002504,CUST01779,Savings,Active,2021-08-09,BR025,391888.89,1000,4.45,0,0.0
ACC002505,CUST01780,Salary,Active,2023-11-21,BR047,16541.89,0,2.51,1,0.0
ACC002506,CUST01780,Current,Active,2023-08-06,BR047,2938724.73,10000,4.68,1,43339.0
ACC002507,CUST01781,Fixed Deposit,Active,2018-05-25,BR028,6246346.63,0,4.21,1,0.0
ACC002508,CUST01782,Savings,Active,2022-02-19,BR016,447760.3,1000,5.49,1,0.0
ACC002509,CUST01783,Savings,Active,2022-11-29,BR042,118599.12,1000,7.11,1,0.0
ACC002510,CUST01784,Savings,Active,2023-09-12,BR005,44121.9,1000,5.92,1,0.0
ACC002511,CUST01785,Savings,Active,2022-10-09,BR038,462554.65,1000,7.26,1,0.0
ACC002512,CUST01786,Savings,Active,2023-10-04,BR009,458184.44,1000,7.12,1,0.0
ACC002513,CUST01786,NRI,Active,2023-10-25,BR009,1919631.77,0,3.63,1,0.0
ACC002514,CUST01787,Salary,Active,2022-03-06,BR010,51575.57,0,4.66,1,0.0
ACC002515,CUST01788,Savings,Active,2023-10-29,BR041,440375.77,1000,7.48,1,0.0
ACC002516,CUST01789,Savings,Active,2021-10-23,BR009,59631.76,1000,6.6,1,0.0
ACC002517,CUST01789,Current,Active,2023-12-14,BR009,3550344.64,10000,2.94,1,20936.0
ACC002518,CUST01790,Savings,Active,2016-04-01,BR002,373697.54,1000,3.34,1,0.0
ACC002519,CUST01790,Fixed Deposit,Active,2017-05-07,BR002,1435097.02,0,3.58,1,0.0
ACC002520,CUST01791,Salary,Active,2023-06-25,BR009,216424.8,0,5.56,1,0.0
ACC002521,CUST01791,Savings,Closed,2023-09-11,BR009,203758.56,1000,4.78,1,0.0
ACC002522,CUST01792,Savings,Active,2021-09-19,BR048,60523.24,1000,2.5,1,0.0
ACC002523,CUST01792,Current,Active,2022-10-23,BR048,1449236.14,10000,7.15,0,36904.0
ACC002524,CUST01792,Salary,Active,2022-03-01,BR048,17068.16,0,7.4,1,0.0
ACC002525,CUST01793,Fixed Deposit,Active,2022-03-28,BR048,194618.69,0,3.21,1,0.0
ACC002526,CUST01794,Salary,Active,2017-05-20,BR027,79544.18,0,5.88,1,0.0
ACC002527,CUST01794,NRI,Dormant,2022-03-07,BR027,4100032.92,0,7.17,1,0.0
ACC002528,CUST01794,Fixed Deposit,Active,2016-09-08,BR027,1915599.05,0,7.24,1,0.0
ACC002529,CUST01795,Savings,Active,2022-08-06,BR047,243737.58,1000,7.22,1,0.0
ACC002530,CUST01796,Current,Active,2020-09-19,BR048,1955449.29,10000,7.13,1,25691.0
ACC002531,CUST01796,Salary,Active,2018-02-26,BR048,268233.65,0,3.66,1,0.0
ACC002532,CUST01796,Savings,Dormant,2022-11-20,BR048,368587.76,1000,5.25,1,0.0
ACC002533,CUST01797,Current,Active,2021-02-24,BR045,3208497.51,10000,6.8,1,28334.0
ACC002534,CUST01798,Fixed Deposit,Active,2018-10-11,BR018,6249756.1,0,4.26,1,0.0
ACC002535,CUST01799,Savings,Active,2020-08-25,BR033,487361.2,1000,6.48,1,0.0
ACC002536,CUST01800,Savings,Active,2022-10-04,BR048,75966.79,1000,4.59,0,0.0
ACC002537,CUST01801,NRI,Active,2023-02-02,BR011,11369553.25,0,2.86,0,0.0
ACC002538,CUST01801,Salary,Active,2021-10-05,BR011,117848.18,0,4.34,1,0.0
ACC002539,CUST01802,Savings,Active,2019-03-28,BR043,476638.77,1000,5.5,0,0.0
ACC002540,CUST01802,Salary,Active,2023-02-22,BR043,266079.4,0,2.57,1,0.0
ACC002541,CUST01803,Salary,Dormant,2023-09-14,BR044,222097.49,0,6.18,0,0.0
ACC002542,CUST01803,NRI,Active,2023-12-10,BR044,1516713.33,0,3.19,1,0.0
ACC002543,CUST01804,Current,Active,2018-09-01,BR026,4367604.96,10000,7.3,1,41620.0
ACC002544,CUST01804,Salary,Active,2023-08-28,BR026,33722.8,0,5.46,1,0.0
ACC002545,CUST01805,Current,Active,2016-10-01,BR006,993037.98,10000,3.71,1,7505.0
ACC002546,CUST01805,Savings,Active,2020-02-06,BR006,309026.38,1000,3.03,1,0.0
ACC002547,CUST01805,Salary,Active,2022-01-01,BR006,297604.88,0,6.32,1,0.0
ACC002548,CUST01806,Current,Active,2023-12-12,BR032,2294082.4,10000,5.26,1,49014.0
ACC002549,CUST01806,NRI,Active,2023-09-05,BR032,4992693.29,0,5.26,1,0.0
ACC002550,CUST01807,Salary,Active,2022-09-23,BR029,262403.7,0,4.54,1,0.0
ACC002551,CUST01808,Savings,Active,2021-01-04,BR008,189024.55,1000,3.49,0,0.0
ACC002552,CUST01809,Savings,Active,2020-05-09,BR010,33228.5,1000,7.37,1,0.0
ACC002553,CUST01810,Current,Active,2021-08-20,BR022,625572.56,10000,4.7,1,42148.0
ACC002554,CUST01811,Savings,Active,2015-03-25,BR036,379841.52,1000,3.69,1,0.0
ACC002555,CUST01812,NRI,Active,2017-08-09,BR007,11626129.32,0,6.27,1,0.0
ACC002556,CUST01813,Savings,Active,2020-07-16,BR041,125342.63,1000,5.63,0,0.0
ACC002557,CUST01813,NRI,Active,2023-06-16,BR041,19042822.31,0,4.2,0,0.0
ACC002558,CUST01813,Current,Active,2018-07-03,BR041,2210678.23,10000,5.45,1,44342.0
ACC002559,CUST01814,Savings,Dormant,2023-06-11,BR001,141203.9,1000,3.82,0,0.0
ACC002560,CUST01814,Fixed Deposit,Active,2022-12-21,BR001,910372.11,0,3.57,1,0.0
ACC002561,CUST01814,Current,Active,2021-12-28,BR001,1372308.33,10000,6.2,0,49087.0
ACC002562,CUST01815,Fixed Deposit,Active,2023-07-18,BR013,2364805.06,0,3.02,1,0.0
ACC002563,CUST01816,Salary,Active,2023-10-12,BR043,215017.52,0,2.69,1,0.0
ACC002564,CUST01816,Fixed Deposit,Active,2023-02-16,BR043,4173239.33,0,5.5,1,0.0
ACC002565,CUST01816,Savings,Active,2023-07-09,BR043,465626.82,1000,3.55,1,0.0
ACC002566,CUST01817,Savings,Closed,2023-04-20,BR028,258994.32,1000,3.09,1,0.0
ACC002567,CUST01817,Fixed Deposit,Active,2023-01-18,BR028,4134894.19,0,6.53,1,0.0
ACC002568,CUST01818,Salary,Dormant,2023-10-30,BR020,22316.67,0,6.38,0,0.0
ACC002569,CUST01819,Current,Active,2019-10-17,BR011,2611861.38,10000,6.79,0,34257.0
ACC002570,CUST01819,Fixed Deposit,Active,2021-08-07,BR011,3708003.77,0,3.1,0,0.0
ACC002571,CUST01820,Savings,Active,2022-07-06,BR015,96468.93,1000,3.75,1,0.0
ACC002572,CUST01821,NRI,Active,2023-05-16,BR024,3343868.7,0,2.99,1,0.0
ACC002573,CUST01821,Savings,Active,2021-09-08,BR024,424706.79,1000,4.18,1,0.0
ACC002574,CUST01822,Current,Active,2022-03-18,BR015,1982108.19,10000,2.98,1,9004.0
ACC002575,CUST01823,Current,Active,2023-12-08,BR032,1380514.83,10000,6.36,0,47916.0
ACC002576,CUST01824,Fixed Deposit,Active,2018-07-31,BR036,8445320.5,0,4.04,1,0.0
ACC002577,CUST01825,Savings,Active,2023-09-01,BR015,7299.19,1000,6.21,1,0.0
ACC002578,CUST01826,Savings,Active,2022-12-11,BR030,277820.84,1000,5.09,0,0.0
ACC002579,CUST01827,Salary,Active,2022-01-11,BR050,92929.33,0,4.06,0,0.0
ACC002580,CUST01828,Salary,Active,2020-11-25,BR017,11168.26,0,4.05,1,0.0
ACC002581,CUST01829,Current,Active,2017-06-26,BR002,3984071.5,10000,3.61,1,41820.0
ACC002582,CUST01830,Savings,Active,2023-12-26,BR012,295781.56,1000,6.1,1,0.0
ACC002583,CUST01831,Savings,Active,2021-09-05,BR027,129901.64,1000,2.95,1,0.0
ACC002584,CUST01832,Savings,Active,2021-02-14,BR047,388252.99,1000,2.85,1,0.0
ACC002585,CUST01833,Savings,Active,2022-11-23,BR004,278622.96,1000,4.57,0,0.0
